GENE_SYMBOLS,refseq_ids
HELB,NM_001370285
WDR64,NM_001367482
HSPA1B,NM_005346
TMPRSS11D,NM_004262
HGF,NM_000601
KCNJ13,NM_001172416
MIR210HG,NR_038262
PLD5,NM_001195811
FREM2-AS1,NR_146963
DEPP1,NM_007021
HSPB1,NM_001540
LIMK2,NM_001031801
IFI44L,NM_001375646
PTP4A3,NM_007079
PTCSC2,NR_147055
MAP3K6,NM_001297609
ISYNA1,NM_001170938
CPHXL,NM_001355613
COLEC12,NM_030781
SLC5A3,NM_006933
CHST6,NM_021615
SOD3,NM_003102
ACSM6,NM_207321
FAM89A,NM_198552
S1PR3,NM_001001938
HS3ST3A1,NM_006042
CASZ1,NM_001039183
LGALS3,NM_001177388
SERPING1,NM_000062
HSPA1A,NM_005345
MT1M,NM_176870
C1RL,NM_001297640
IFITM3,NM_021034
HS3ST3B1,NM_006041
CYP39A1,NM_001278738
SLC28A2,NM_004212
EGF,NM_001178130
IL13RA1,NM_001560
RPE65,NM_000329
SLC38A2,NM_001307936
FZD9,NM_003508
NOD1,NM_001354849
ITPKC,NM_001411098
IQCM,NM_001363507
HK2,NM_000189
NQO1,NM_000903
BGN,NM_001711
HMOX1,NM_002133
YTHDF1,NM_017798
ADAM33,NM_001282447
APOL6,NM_030641
MT1A,NM_005946
UBASH3B,NM_001363365
PLAAT4,NM_004585
MRPS6,NM_032476
SLC7A11-AS1,NR_038380
OSMR,NM_001168355
HSP90AA1,NM_001017963
HIST1H2BD,NA
SOCS3,NM_001378932
IL1R1,NM_000877
FAM20C,NM_020223
ZFP36,NM_003407
SNX31,NM_001363720
CRYAB,NM_001289807
IFITM2,NM_006435
MAP3K14,NM_003954
SLC22A3,NM_021977
ACTA2,NM_001141945
PLSCR1,NM_001363872
SLC39A14,NM_001128431
DNAJB1,NM_001300914
GADD45A,NM_001199741
TEKT1,NM_053285
CDC7,NM_001134419
PROS1,NM_000313
FYB2,NM_001004303
ICAM1,NM_000201
EPHA2,NM_001329090
LMOD1,NM_012134
CEBPD,NM_005195
EFNA1,NM_004428
AQP1,NM_000385
CYP4F3,NM_000896
CCDC73,NM_001008391
CFI,NM_000204
TPST1,NM_003596
CHI3L1,NM_001276
CP,NM_000096
