"Query","Entrez","Symbol","Name","Comment"
"CINP","51550","CINP","cyclin dependent kinase 2 interacting protein","1"
"CEMIP2","23670","CEMIP2","cell migration inducing hyaluronidase 2","1"
"TIMM10","26519","TIMM10","translocase of inner mitochondrial membrane 10","1"
"POLR2E","5434","POLR2E","RNA polymerase II subunit E","1"
"PLEKHB2","55041","PLEKHB2","pleckstrin homology domain containing B2","1"
"DENR","8562","DENR","density regulated re-initiation and release factor","1"
"RPL15","6138","RPL15","ribosomal protein L15","1"
"FAM241B","219738","FAM241B","family with sequence similarity 241 member B","1"
"BBS9","27241","BBS9","Bardet-Biedl syndrome 9","1"
"PHF21A","51317","PHF21A","PHD finger protein 21A","1"
"EIF1B","10289","EIF1B","eukaryotic translation initiation factor 1B","1"
"NKAPD1","55216","NKAPD1","NKAP domain containing 1","1"
"SNX9","51429","SNX9","sorting nexin 9","1"
"ISCU","23479","ISCU","iron-sulfur cluster assembly enzyme","1"
"FBN1","2200","FBN1","fibrillin 1","1"
"ATP5PF","522","ATP5PF","ATP synthase peripheral stalk subunit F6","1"
"SPIN2B","474343","SPIN2B","spindlin family member 2B","1"
"EIF3D","8664","EIF3D","eukaryotic translation initiation factor 3 subunit D","1"
"TAF9B","51616","TAF9B","TATA-box binding protein associated factor 9b","1"
"MESP1","55897","MESP1","mesoderm posterior bHLH transcription factor 1","1"
"PAM16","51025","PAM16","presequence translocase associated motor 16","1"
"SNRPD1","6632","SNRPD1","small nuclear ribonucleoprotein D1 polypeptide","1"
"HAX1","10456","HAX1","HCLS1 associated protein X-1","1"
"MYL12B","103910","MYL12B","myosin light chain 12B","1"
"C17orf58","284018","C17orf58","chromosome 17 open reading frame 58","1"
"RRH","10692","RRH","retinal pigment epithelium-derived rhodopsin homolog","1"
"RAB3A","5864","RAB3A","""RAB3A, member RAS oncogene family""","1"
"IGF1R","3480","IGF1R","insulin like growth factor 1 receptor","1"
"PDGFRB","5159","PDGFRB","platelet derived growth factor receptor beta","1"
"GABARAP","11337","GABARAP","GABA type A receptor-associated protein","1"
"RIIAD1","284485","RIIAD1","regulatory subunit of type II PKA R-subunit domain containing 1","1"
"HOPX","84525","HOPX","HOP homeobox","1"
"BANF1","8815","BANF1","BAF nuclear assembly factor 1","1"
"EXOSC5","56915","EXOSC5","exosome component 5","1"
"ISCA1","81689","ISCA1","iron-sulfur cluster assembly 1","1"
"HMGN4","10473","HMGN4","high mobility group nucleosomal binding domain 4","1"
"EIF3F","8665","EIF3F","eukaryotic translation initiation factor 3 subunit F","1"
"ANAPC15","25906","ANAPC15","anaphase promoting complex subunit 15","1"
"MRPS12","6183","MRPS12","mitochondrial ribosomal protein S12","1"
"MORN2","729967","MORN2","MORN repeat containing 2","1"
"DUSP26","78986","DUSP26","dual specificity phosphatase 26","1"
"MLLT3","4300","MLLT3","MLLT3 super elongation complex subunit","1"
"STARD9","57519","STARD9","StAR related lipid transfer domain containing 9","1"
"ODC1-DT","101929715","ODC1-DT","ODC1 divergent transcript","1"
"PPP1R11","6992","PPP1R11","protein phosphatase 1 regulatory inhibitor subunit 11","1"
"ACP1","52","ACP1","acid phosphatase 1","1"
"CCNO","10309","CCNO","cyclin O","1"
"SPAG1","6674","SPAG1","sperm associated antigen 1","1"
"VSIG10L","147645","VSIG10L","V-set and immunoglobulin domain containing 10 like","1"
"PRPF4","9128","PRPF4","pre-mRNA processing factor 4","1"
"SPRYD7","57213","SPRYD7","SPRY domain containing 7","1"
"COX16","51241","COX16","cytochrome c oxidase assembly factor COX16","1"
"C18orf32","497661","C18orf32","chromosome 18 open reading frame 32","1"
"MRPS36","92259","MRPS36","mitochondrial ribosomal protein S36","1"
"ZNHIT1","10467","ZNHIT1","zinc finger HIT-type containing 1","1"
"BPGM","669","BPGM","bisphosphoglycerate mutase","1"
"LGMN","5641","LGMN","legumain","1"
"RPS8","6202","RPS8","ribosomal protein S8","1"
"ARHGDIA","396","ARHGDIA","Rho GDP dissociation inhibitor alpha","1"
"DDA1","79016","DDA1","DET1 and DDB1 associated 1","1"
"CAMKK2","10645","CAMKK2","calcium/calmodulin dependent protein kinase kinase 2","1"
"USP11","8237","USP11","ubiquitin specific peptidase 11","1"
"EIF1AD","84285","EIF1AD","eukaryotic translation initiation factor 1A domain containing","1"
"EFNA5","1946","EFNA5","ephrin A5","1"
"RPSA","3921","RPSA","ribosomal protein SA","1"
"WIPI2","26100","WIPI2","""WD repeat domain, phosphoinositide interacting 2""","1"
"ATP5MPL","9556","ATP5MPL","ATP synthase membrane subunit 6.8PL","1"
"MPI","4351","MPI","mannose phosphate isomerase","1"
"SLC35C2","51006","SLC35C2","solute carrier family 35 member C2","1"
"VDAC1","7416","VDAC1","voltage dependent anion channel 1","1"
"NFKB1","4790","NFKB1","nuclear factor kappa B subunit 1","1"
"RITA1","84934","RITA1","RBPJ interacting and tubulin associated 1","1"
"CEBPA-DT","80054","CEBPA-DT","CEBPA divergent transcript","1"
"SLC32A1","140679","SLC32A1","solute carrier family 32 member 1","1"
"BRF2","55290","BRF2","BRF2 RNA polymerase III transcription initiation factor subunit","1"
"ATP2B1-AS1","338758","ATP2B1-AS1","ATP2B1 antisense RNA 1","1"
"TIMM13","26517","TIMM13","translocase of inner mitochondrial membrane 13","1"
"STMN3","50861","STMN3","stathmin 3","1"
"FNDC4","64838","FNDC4","fibronectin type III domain containing 4","1"
"NAA15","80155","NAA15","""N-alpha-acetyltransferase 15, NatA auxiliary subunit""","1"
"TCEAL6","158931","TCEAL6","transcription elongation factor A like 6","1"
"DNPH1","10591","DNPH1","2'-deoxynucleoside 5'-phosphate N-hydrolase 1","1"
"DIRAS1","148252","DIRAS1","DIRAS family GTPase 1","1"
"RNF19B","127544","RNF19B","ring finger protein 19B","1"
"LRRC49","54839","LRRC49","leucine rich repeat containing 49","1"
"POMP","51371","POMP","proteasome maturation protein","1"
"VTI1B","10490","VTI1B","vesicle transport through interaction with t-SNAREs 1B","1"
"BEND5","79656","BEND5","BEN domain containing 5","1"
"REEP3","221035","REEP3","receptor accessory protein 3","1"
"RPL41","6171","RPL41","ribosomal protein L41","1"
"SNRNP25","79622","SNRNP25","small nuclear ribonucleoprotein U11/U12 subunit 25","1"
"LAMTOR2","28956","LAMTOR2","""late endosomal/lysosomal adaptor, MAPK and MTOR activator 2""","1"
"PGRMC2","10424","PGRMC2","progesterone receptor membrane component 2","1"
"SLC35F6","54978","SLC35F6","solute carrier family 35 member F6","1"
