"SHORT_NAME","CHEM_ID","SUPER_PATHWAY","SUB_PATHWAY","CHEMICAL_NAME","CHEMSPIDER","HMDB","PUBCHEM","KEGG_metaboAnalyst","acrophase","amplitude","p_statistic","amp_ratio","sin_coff","cos_coeff","BHQ","Bonf","HMDB_metabolon","Match_MetaboAnalyst","HMDB_MetaboAnalyst","PubChem","ChEBI","KEGGNA","METLIN","SMILES","Comment"
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*","100020893","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",NA,"HMDB0240388",NA,NA,1.99483075639682,0.132038305468086,0.00339081704843899,0.141025262771434,0.120344522147397,-0.054325961565335,0.0448852222852687,1,"HMDB0240388","2,3-Dihydroxy-5-methylthio-4-pentenoic acid","HMDB0240388","154603736",NA,NA,NA,"CS\C=C\[C@@H](O)[C@@H](O)C(O)=O",1
"2'-deoxycytidine","100000125","Nucleotide","Pyrimidine Metabolism, Cytidine containing","2'-deoxycytidine",13117,"HMDB0000014",13711,"C00881",4.18362578822587,0.319363794036058,0.00018592989670998,0.275436811599056,-0.275748810202683,-0.161108120878217,0.00764269733318391,0.145211249330494,"HMDB0000014","Deoxycytidine","HMDB0000014","13711","15698","C00881","3367","NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1",1
"2'-deoxyuridine","536","Nucleotide","Pyrimidine Metabolism, Uracil containing","2'-deoxyuridine",13118,"HMDB0000012",13712,"C00526",4.76215938774248,0.245123956422,1.60735224278682e-05,0.219695830924178,-0.2448204216135,0.0121948830647552,0.00139482455735167,0.0125534210161651,"HMDB0000012","Deoxyuridine","HMDB0000012","13712","16450","C00526","5086","OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)NC1=O",1
"2S,3R-dihydroxybutyrate","100002284","Lipid","Fatty Acid, Dihydroxy","2S,3R-dihydroxybutyrate",9139682,"HMDB0002453",10964471,NA,1.34825612423718,0.293821368150168,0.00130350649436538,0.309976176002395,0.286575719675128,0.0648486952399118,0.0248302090755942,1,"HMDB0002453","4-Deoxythreonic acid","HMDB0002453","10964471","86391",NA,"6686","C[C@@H](O)[C@H](O)C(O)=O",1
"3-(4-hydroxyphenyl)lactate (HPLA)","240","Amino Acid","Tyrosine Metabolism","3-(4-hydroxyphenyl)lactate",9010,"HMDB0000755",9378,"C03672",1.62699042286296,0.21894193189338,0.00572920749099225,0.227684081759419,0.218596338013737,-0.0122967698274526,0.0620586048486893,1,"HMDB0000755","Hydroxyphenyllactic acid","HMDB0000755","9378","17385","C03672","5723","OC(CC1=CC=C(O)C=C1)C(O)=O",1
"3-formylindole","100020219","Xenobiotics","Food Component/Plant","3-formylindole",9838,"HMDB29737",10256,"C08493",1.27982376041683,0.126855644511015,0.0121272786874001,0.12526825339938,0.121523307433515,0.0363928604910974,0.0976433469573142,1,"HMDB29737","Indole-3-carboxaldehyde","HMDB0029737","10256","28238","C08493",NA,"O=CC1=CNC2=C1C=CC=C2",1
"3-hydroxy-2-ethylpropionate","100001170","Amino Acid","Leucine, Isoleucine and Valine Metabolism","3-hydroxy-2-ethylpropionate",164207,"HMDB0000396",188979,NA,1.27264535900187,0.17701118167804,0.00670862726225279,0.1868487639199,0.169201675285798,0.0519976107098706,0.0688693982735563,1,"HMDB0000396","2-Ethylhydracrylic acid","HMDB0000396","188979","82956",NA,"3785","CCC(CO)C(O)=O",1
"3-indoxyl sulfate","100000467","Amino Acid","Tryptophan Metabolism","3-indoxyl sulfate",9840,"HMDB0000682",10258,NA,1.59497544611354,0.496172863720672,0.00106444785498846,0.555082185783804,0.496027832062921,-0.0119958539392072,0.0213162506345125,0.831333774745987,"HMDB0000682","Indoxyl sulfate","HMDB0000682","10258","43355",NA,"524","OS(=O)(=O)OC1=CNC2=CC=CC=C12",1
"3-methylglutaconate","100002458","Amino Acid","Leucine, Isoleucine and Valine Metabolism","3-methylglutaconate",1267861,"HMDB0000522",1551553,NA,1.74878775544085,0.149363401732847,0.00038359432164175,0.16090069339109,0.147003654401418,-0.0264452523118283,0.0106995416143645,0.299587165202207,"HMDB0000522","3-Methylglutaconic acid","HMDB0000522","1551553","37245",NA,"5507","C\C(CC(O)=O)=C/C(O)=O",1
"3-methylhistidine","100000042","Amino Acid","Histidine Metabolism","3-methylhistidine",58494,"HMDB0000479",64969,"C01152",3.65618324354712,0.648511245743596,0.00047894578335163,0.463885664338446,-0.31918329293299,-0.564525341652936,0.0124685552265874,0.374056656797623,"HMDB0000479","Methylhistidine","HMDB0000479","64969","27596","C01152","5466","[H][C@](N)(CC1=CN=CN1C)C(O)=O",1
"5-dodecenoylcarnitine (C12:1)","100016069","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","5-dodecenoylcarnitine (C12:1)",NA,"HMDB13326",91825571,NA,1.26813082023676,0.24074465282998,0.0111071657039851,0.253968788668881,0.22980169737388,0.0717577016794111,0.0942901784218735,1,"HMDB13326","trans-2-Dodecenoylcarnitine","HMDB0013326","53481671","89717",NA,NA,"CCCCCCCCC\C=C\C(=O)O[C@@H](CCC([O-])=O)[N+](C)(C)C",1
"5,6-dihydrouridine","100001425","Nucleotide","Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",85115,"HMDB0000497",94312,NA,1.52446020992114,0.203873234902382,0.00358124092631049,0.205540990326889,0.203654412498661,0.00944331400447282,0.0466158193908082,1,"HMDB0000497","5,6-Dihydrouridine","HMDB0000497","94312","23774",NA,"5483","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1CCC(=O)NC1=O",1
"acisoga","100004541","Amino Acid","Polyamine Metabolism","acisoga",114601,"HMDB0061384",129397,NA,1.60334288999235,0.44387143551306,7.03102648441147e-05,0.438338910629259,0.443636364469191,-0.0144439393858887,0.00432933309407321,0.0549123168432536,"HMDB0061384","N-(3-acetamidopropyl)pyrrolidin-2-one","HMDB0061384","129397","133185",NA,NA,"CC(=O)NCCCN1CCCC1=O",1
"arabinose","828","Carbohydrate","Pentose Metabolism","arabinose",59687,"HMDB0029942",66308,"C00216",1.06088775358779,0.128003022624869,0.00739816752540667,0.133381865310727,0.111719647583354,0.0624779492697541,0.071332948609168,1,"HMDB0029942","D-Arabinose","HMDB0029942","444173","46996","C00216",NA,"O[C@@H]1CO[C@@H](O)[C@@H](O)[C@@H]1O",1
"arachidoylcarnitine (C20)*","100015833","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","arachidoylcarnitine (C20)*",28639199,"HMDB0006460",53477833,NA,1.31685812242118,0.157178062108221,0.00240746124602125,0.161821061505908,0.152137453327894,0.0394859279110756,0.0376045446628519,1,"HMDB0006460","Arachidyl carnitine","HMDB0006460","53477833","73100",NA,NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C",1
"behenoylcarnitine (C22)*","100015832","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","behenoylcarnitine (C22)*",28639204,"HMDB0062468",71464577,NA,1.1003499836965,0.142242918954162,0.00028417595547895,0.155557053444724,0.1267905097651,0.0644764656762937,0.00990827789000608,0.221941421229063,"HMDB0062468","Docosanoylcarnitine","HMDB0062468","71464577","73105",NA,NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C",1
"beta-hydroxyisovaleroylcarnitine","100001594","Amino Acid","Leucine, Isoleucine and Valine Metabolism","beta-hydroxyisovaleroylcarnitine",21403176,NA,NA,NA,1.04189452708916,0.178007119208373,0.00016383919260736,0.182744609193952,0.153684533853709,0.0898198115285932,0.00760740763378173,0.127958409426351,NA,NA,NA,NA,NA,NA,NA,NA,0
"betaine","799","Amino Acid","Glycine, Serine and Threonine Metabolism","betaine",19951173242,"HMDB0000043",247,"C00719",4.72368314931553,0.344264650538249,4.46623953595085e-07,0.306602400896079,-0.344242693873151,0.00388810045898279,0.00011627110258592,0.00034881330775776,"HMDB0000043","Betaine","HMDB0000043","247","41139","C00719","287","C[N+](C)(C)CC(O)=O",1
"carnitine","100000007","Lipid","Carnitine Metabolism","carnitine",10455,"HMDB0000062",288,"C00487,C00308",1.51859491801187,0.167549316448274,0.00651184521655428,0.175177960388211,0.167321083421804,0.00874233863663079,0.0679650176775065,1,"HMDB0000062","L-Carnitine","HMDB0000062","10917","16347","C00487","52","C[N+](C)(C)C[C@H](O)CC(O)=O",1
"creatinine","275","Amino Acid","Creatine Metabolism","creatinine",568,"HMDB0000562",588,"C00791",1.36556434385254,0.0723749258997468,0.0116998033365736,0.0728228124225353,0.070856046457904,0.0147495959046068,0.0961846990090946,1,"HMDB0000562","Creatinine","HMDB0000562","588","16737","C00791","8","CN1CC(=O)NC1=N",1
"dehydroascorbate","301","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","dehydroascorbate",812,"HMDB0001264",440667,"C05422",1.05292184692139,0.164716791837366,0.00541935353492836,0.164908490385903,0.143118030277666,0.0815404864017589,0.0604645015825578,1,"HMDB0001264","Dehydroascorbic acid","HMDB0001264","440667","27956","C05422","342","[H][C@@]1(OC(=O)C(=O)C1=O)[C@@H](O)CO",1
"docosadienoylcarnitine (C22:2)*","100015848","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","docosadienoylcarnitine (C22:2)*",NA,NA,71464511,NA,1.40659345732181,0.236019333544262,0.0116935323929321,0.247843168480549,0.232844630994949,0.0385811304072819,0.0961846990090946,1,NA,"(13Z,16Z)-Docosadienoylcarnitine","HMDB0240748","71464511","73120","NA","NA","[H]C(CCCCC)=C([H])C\C([H])=C(\[H])CCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C",1
"eicosenoylcarnitine (C20:1)*","100015838","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","eicosenoylcarnitine (C20:1)*",NA,NA,NA,NA,1.49433763291722,0.209479970189976,0.0054189217125405,0.216178439072176,0.208867965605026,0.0160009641837865,0.0604645015825578,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"erucoylcarnitine (C22:1)*","100015841","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","erucoylcarnitine (C22:1)*",NA,NA,NA,NA,1.53648468302583,0.213531892378377,0.00191999345049183,0.217613256339249,0.213406210346294,0.00732519271583883,0.0319045720177472,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"ethylmalonate","2054","Amino Acid","Leucine, Isoleucine and Valine Metabolism","ethylmalonate",11263,"HMDB0000622",11756,NA,1.25990044045318,0.130297087600578,0.0046632219916136,0.132826919121837,0.12405063087258,0.0398594031228207,0.0569058808664097,1,"HMDB0000622","Ethylmalonic acid","HMDB0000622","11756","741548",NA,"4180","CCC(C(O)=O)C(O)=O",1
"fructose","878","Carbohydrate","Fructose, Mannose and Galactose Metabolism","fructose",5764,"HMDB0000660",2723872,"C00095",0.964613620041837,0.168259983753351,0.00497454114333854,0.188937258329343,0.138280907903262,0.0958635104830176,0.0579868154171254,1,"HMDB0000660","D-Fructose","HMDB0000660","439709","28645","C00095","135","OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O",1
"gamma-aminobutyrate (GABA)","141","Amino Acid","Glutamate Metabolism","gamma-aminobutyrate (GABA)",116,"HMDB0000112",119,"C00334",4.63833164685991,0.0631034468998888,0.00068062023224474,0.0602897015966948,-0.0629304809049633,-0.00466900243276124,0.0149847601300477,0.531564401383149,"HMDB0000112","gamma-Aminobutyric acid","HMDB0000112","119","16865","C00334",NA,"NCCCC(O)=O",1
"glutamine","563","Amino Acid","Glutamate Metabolism","glutamine",5746,"HMDB0000641",5961,"C00064",1.59496668347017,0.17532456065044,0.00052585980044377,0.171441548802014,0.175273350301059,-0.00423724456601822,0.0132482743273093,0.410696504146587,"HMDB0000641","Glutamine","HMDB0000641","5961","18050","C00064","5614","N[C@@H](CCC(N)=O)C(O)=O",1
"glutamine_degradant*","100001540","Partially Characterized Molecules","Partially Characterized Molecules","glutamine_degradant*",NA,NA,NA,NA,1.32537580471964,0.190742559606737,3.64872910216373e-05,0.1981795715957,0.18502700437797,0.0463436262742176,0.00284965742878987,0.0284965742878987,NA,NA,NA,NA,NA,NA,NA,NA,0
"glycerophosphoethanolamine","100001620","Lipid","Phospholipid Metabolism","glycerophosphoethanolamine",110410,"HMDB0000114",123874,"C01233",1.39131846730049,0.108608266433649,0.00284637892017507,0.10538309173067,0.10686369589698,0.0193882963913869,0.040418580666486,1,"HMDB0000114","Glycerylphosphorylethanolamine","HMDB0000114","123874","52330","C01233","5151","NCCOP(O)(=O)OCC(O)CO",1
"glycerophosphorylcholine (GPC)","100000269","Lipid","Phospholipid Metabolism","glycerophosphorylcholine (GPC)",571409,"HMDB0000086",71920,"C00670",1.5833661231697,0.217561282286877,0.00029179307486573,0.211534892017683,0.217544095195708,-0.00273462900426169,0.00990827789000608,0.22789039147014,"HMDB0000086","Glycerophosphocholine","HMDB0000086","657272","16870","C00670","370","C[N+](C)(C)CCOP([O-])(=O)OC[C@H](O)CO",1
"isobutyrylcarnitine (C4)","100001055","Amino Acid","Leucine, Isoleucine and Valine Metabolism","isobutyrylcarnitine (C4)",NA,"HMDB0000736",168379,NA,1.36934700125367,0.258748076090934,0.0097496135185404,0.280881672457803,0.253515572120109,0.0517727879621498,0.0865278199770461,1,"HMDB0000736","Isobutyryl-L-carnitine","HMDB0000736","168379","84838",NA,"5704","CC(C)C(=O)O[C@H](CC(O)=O)C[N+](C)(C)C",1
"isoleucine","376","Amino Acid","Leucine, Isoleucine and Valine Metabolism","isoleucine",769,"HMDB0000172",6306,"C06418,C00407,C16424",0.679344300352106,0.0762355164367668,0.0030015870407377,0.0797942878396063,0.047897481620707,0.0593100768906479,0.041861419264574,1,"HMDB0000172","Isoleucine","HMDB0000172","6306","17191","C00407","5193","CC[C@H](C)[C@H](N)C(O)=O",1
"kynurenate","98","Amino Acid","Tryptophan Metabolism","kynurenate",3712,"HMDB0000715",3845,"C01717",1.48058813483458,0.278294075551805,0.00038004510332309,0.320354665771717,0.277162531683806,0.0250703713147022,0.0106995416143645,0.296815225695339,"HMDB0000715","Kynurenic acid","HMDB0000715","3845","18344","C01717","5683","OC(=O)C1=CC(=O)C2=CC=CC=C2N1",1
"kynurenine","100000265","Amino Acid","Tryptophan Metabolism","kynurenine",141580,"HMDB0000684",161166,"C00328",1.51340447369532,0.389492216548709,1.45263919025217e-07,0.462794908982072,0.388850933039096,0.0223414105788031,5.67255603793472e-05,0.00011345112075869,"HMDB0000684","Kynurenine","HMDB0000684","161166","16946","C00328","72","N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O",1
"laurylcarnitine (C12)","100001392","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","laurylcarnitine (C12)",8602997,"HMDB000225",168381,NA,1.47575969211734,0.225086250584983,0.00580061223297608,0.22681555880548,0.224070530202785,0.0213592531950151,0.0620586048486893,1,"HMDB000225","Dodecanoylcarnitine","HMDB0002250","168381","77086","NA","6573","CCCCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C",1
"leucine","397","Amino Acid","Leucine, Isoleucine and Valine Metabolism","leucine",NA,"HMDB0000687",6106,"C00123",0.885853957944326,0.0768535542904336,0.00247280738158456,0.0804308015751313,0.0595196583895417,0.0486197395330836,0.0378678934317165,1,"HMDB0000687","Leucine","HMDB0000687","6106","15603","C00123","24","CC(C)C[C@H](N)C(O)=O",1
"lignoceroylcarnitine (C24)*","100015834","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","lignoceroylcarnitine (C24)*",NA,NA,NA,NA,0.513440301202831,0.160437287116848,0.00072909204217901,0.179277589972021,0.0788030822695265,0.139750482368528,0.0149847601300477,0.569420884941814,NA,"Lignoceroylcarnitine","HMDB0240665","145720495","165601","NA","NA","CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C",1
"lysine","407","Amino Acid","Lysine Metabolism","lysine",5747,"HMDB0003405",5962,"C00739,C00047",0.738552996795983,0.0894633951705647,0.00065442145585491,0.093225818475225,0.0602284252007843,0.0661531244407862,0.0149847601300477,0.511103157022689,"HMDB0003405","D-Lysine","HMDB0003405","57449","16855","C00739","6919","NCCCC[C@@H](N)C(O)=O",1
"mannitol/sorbitol","100001740","Carbohydrate","Fructose, Mannose and Galactose Metabolism","mannitol/sorbitol",440,"HMDB0000247,HMDB0000765",57806251,"C00392,C00794",0.964748872727922,0.160006172978,1.26351884508069e-05,0.179544488563342,0.131510016708321,0.091143243833225,0.00139482455735167,0.00986808218008019,"HMDB0000247","Sorbitol","HMDB0000247","5780","17924","C00794","143","OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO",1
"mannonate*","100003695","Xenobiotics","Food Component/Plant","mannonate*",2496757,NA,3246006,NA,0.761682099946101,0.212522580356716,0.00187112638739342,0.216010171812879,0.146670273359888,0.153797522977493,0.0319045720177472,1,NA,"D-Mannonate","HMDB0242119","3246006","33076","C00514","NA","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O",1
"myristoleoylcarnitine (C14:1)*","100006051","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","myristoleoylcarnitine (C14:1)*",34999520,"HMDB0240588",129691961,NA,1.65868019649874,0.291555196554531,0.00309363237025375,0.287204307662456,0.290429996899296,-0.0255900281169459,0.0423881908976873,1,"HMDB0240588","Myristoleoylcarnitine","HMDB0240588","90659872","84647",NA,NA,"CCCC\C=C/CCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C",1
"myristoylcarnitine (C14)","100001270","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","myristoylcarnitine (C14)",4932274,"HMDB000506",6426854,NA,1.51338991165688,0.224469772162352,0.00458059115988289,0.23136565661188,0.2241000040524,0.0128789284621241,0.0567847888233101,1,"HMDB000506","Myristoylcarnitine","HMDB0254979","6426854","73061","NA","NA","CCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C",1
"N-acetyl-3-methylhistidine*","100002204","Amino Acid","Histidine Metabolism","N-acetyl-3-methylhistidine*",19993498,NA,193270,NA,4.27165351735683,0.69836924756741,0.00012517599921389,0.458143534108426,-0.631631794356027,-0.297927646092901,0.00651749702573654,0.0977624553860481,NA,"N-Acetyl-3-methylhistidine","HMDB0240341","193270","133183","NA","NA","CN1C=NC=C1C[C@H](NC(C)=O)C(O)=O",1
"N-acetylphenylalanine","100001256","Amino Acid","Phenylalanine Metabolism","N-acetylphenylalanine",67404,"HMDB0000512",74839,"C03519",1.69389506999755,0.149827386919358,0.0101124049369209,0.155228011200366,0.148693629970322,-0.0183970181641447,0.0887391938846654,1,"HMDB0000512","N-Acetyl-L-phenylalanine","HMDB0000512","74839","16259","C03519","5498","CC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O",1
"N-formylanthranilic acid","100004561","Amino Acid","Tryptophan Metabolism","N-formylanthranilic acid",91624,"HMDB0004089",101399,"C05653",1.10088929428009,0.121193794022447,0.00781099355867882,0.119690755758058,0.108057645716564,0.0548769615754082,0.0742730879812734,1,"HMDB0004089","Formylanthranilic acid","HMDB0004089","101399","36575","C05653",NA,"OC(=O)C1=CC=CC=C1NC=O",1
"N1-Methyl-2-pyridone-5-carboxamide","100001468","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","N1-Methyl-2-pyridone-5-carboxamide",62899,"HMDB0004193",69698,"C05842",1.40734693472839,0.324519855894374,0.00678994067485766,0.337166620768953,0.320194609934947,0.0528067101636973,0.0688693982735563,1,"HMDB0004193","Nudifloramide","HMDB0004193","69698","27410","C05842","7025","CN1C=C(C=CC1=O)C(N)=O",1
"N1-methylinosine","100001409","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","N1-methylinosine",513976,"HMDB0002721",650095,NA,1.81896607666914,0.192137363847052,0.00071127581084386,0.207963400286271,0.186250968586031,-0.047194737914938,0.0149847601300477,0.555506408269058,"HMDB0002721","1-Methylinosine","HMDB0002721","65095","19065",NA,"3780","CN1C=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=O",1
"N2,N2-dimethylguanosine","100001412","Nucleotide","Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",83878,"HMDB0004824",135501639,NA,1.66308849487106,0.227344959966111,0.0006307154972717,0.247666257649415,0.226377402566299,-0.0209523848124321,0.0149269334354302,0.492588803369198,"HMDB0004824","N2,N2-Dimethylguanosine","HMDB0004824","92919","19289",NA,"7086","CN(C)C1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O",1
"N6-acetyllysine","100001734","Amino Acid","Lysine Metabolism","N6-acetyllysine",83801,"HMDB0000206",92832,"C02727",0.987190812336486,0.181809719849575,0.00177889641823348,0.198521646234588,0.151716813023227,0.100183745577094,0.0315754114236443,1,"HMDB0000206","N6-Acetyl-L-lysine","HMDB0000206","92832","17752","C02727","5216","CC(=O)NCCCC[C@H](N)C(O)=O",1
