"Query","Entrez","Symbol","Name","Comment"
"C1orf216","127703","C1orf216","chromosome 1 open reading frame 216","1"
"RAB1B","81876","RAB1B","""RAB1B, member RAS oncogene family""","1"
"PDXP","57026","PDXP","pyridoxal phosphatase","1"
"PSAP","5660","PSAP","prosaposin","1"
"SULT4A1","25830","SULT4A1","sulfotransferase family 4A member 1","1"
"PEF1","553115","PEF1","penta-EF-hand domain containing 1","1"
"USP5","8078","USP5","ubiquitin specific peptidase 5","1"
"DEXI","28955","DEXI","Dexi homolog","1"
"OAZ2","4947","OAZ2","ornithine decarboxylase antizyme 2","1"
"NOLC1","9221","NOLC1","nucleolar and coiled-body phosphoprotein 1","1"
"PARD6A","50855","PARD6A","par-6 family cell polarity regulator alpha","1"
"LAMTOR1","55004","LAMTOR1","""late endosomal/lysosomal adaptor, MAPK and MTOR activator 1""","1"
"AGPAT1","10554","AGPAT1","1-acylglycerol-3-phosphate O-acyltransferase 1","1"
"B4GAT1","11041","B4GAT1","""beta-1,4-glucuronyltransferase 1""","1"
"KLHDC3","116138","KLHDC3","kelch domain containing 3","1"
"TIMM17A","10440","TIMM17A","translocase of inner mitochondrial membrane 17A","1"
"TMEM109","79073","TMEM109","transmembrane protein 109","1"
"MOAP1","64112","MOAP1","modulator of apoptosis 1","1"
"SNN","8303","SNN","stannin","1"
"TM2D2","83877","TM2D2","TM2 domain containing 2","1"
"PNMA1","9240","PNMA1","PNMA family member 1","1"
"PNMA8A","55228","PNMA8A","PNMA family member 8A","1"
"RNF5","6048","RNF5","ring finger protein 5","1"
"TMEM246","NA","NA","NA","0"
"SEPHS2","22928","SEPHS2","selenophosphate synthetase 2","1"
"ATP6AP2","10159","ATP6AP2","ATPase H+ transporting accessory protein 2","1"
"ARFIP2","23647","ARFIP2","ADP ribosylation factor interacting protein 2","1"
"MRPS2","51116","MRPS2","mitochondrial ribosomal protein S2","1"
"LRRC59","55379","LRRC59","leucine rich repeat containing 59","1"
"GRINA","2907","GRINA","glutamate ionotropic receptor NMDA type subunit associated protein 1","1"
"ANKRD34A","284615","ANKRD34A","ankyrin repeat domain 34A","1"
"RNF26","79102","RNF26","ring finger protein 26","1"
"GDE1","51573","GDE1","glycerophosphodiester phosphodiesterase 1","1"
"BRK1","55845","BRK1","BRICK1 subunit of SCAR/WAVE actin nucleating complex","1"
"GOT1","2805","GOT1","glutamic-oxaloacetic transaminase 1","1"
"MEF2D","4209","MEF2D","myocyte enhancer factor 2D","1"
"ATG9A","79065","ATG9A","autophagy related 9A","1"
"DIRAS1","148252","DIRAS1","DIRAS family GTPase 1","1"
"POLE3","54107","POLE3","""DNA polymerase epsilon 3, accessory subunit""","1"
"WBP2","23558","WBP2","WW domain binding protein 2","1"
"B4GALT3","8703","B4GALT3","""beta-1,4-galactosyltransferase 3""","1"
"SF3A1","10291","SF3A1","splicing factor 3a subunit 1","1"
"SPRY4-AS1","101926941","SPRY4-AS1","SPRY4 antisense RNA 1","1"
"RAB3A","5864","RAB3A","""RAB3A, member RAS oncogene family""","1"
"RAB6B","51560","RAB6B","""RAB6B, member RAS oncogene family""","1"
"CD59","966","CD59","CD59 molecule (CD59 blood group)","1"
"DUSP26","78986","DUSP26","dual specificity phosphatase 26","1"
"SRRD","402055","SRRD","SRR1 domain containing","1"
"PKM","5315","PKM","pyruvate kinase M1/2","1"
"OTUB1","55611","OTUB1","""OTU deubiquitinase, ubiquitin aldehyde binding 1""","1"
"HSBP1","3281","HSBP1","heat shock factor binding protein 1","1"
"PITHD1","57095","PITHD1","PITH domain containing 1","1"
"DHCR24","1718","DHCR24","24-dehydrocholesterol reductase","1"
"BORCS6","54785","BORCS6","BLOC-1 related complex subunit 6","1"
"NR2F6","2063","NR2F6","nuclear receptor subfamily 2 group F member 6","1"
"CCDC106","29903","CCDC106","coiled-coil domain containing 106","1"
"ATP1A3","478","ATP1A3","ATPase Na+/K+ transporting subunit alpha 3","1"
"EI24","9538","EI24","EI24 autophagy associated transmembrane protein","1"
"SSU72","29101","SSU72","""SSU72 homolog, RNA polymerase II CTD phosphatase""","1"
"JPT1","51155","JPT1","Jupiter microtubule associated homolog 1","1"
"MTCH1","23787","MTCH1","mitochondrial carrier 1","1"
"CREB3","10488","CREB3","cAMP responsive element binding protein 3","1"
"RRAGA","10670","RRAGA","Ras related GTP binding A","1"
"STOML2","30968","STOML2","stomatin like 2","1"
"ETV5","2119","ETV5","ETS variant transcription factor 5","1"
"ZPR1","8882","ZPR1","ZPR1 zinc finger","1"
"VPS18","57617","VPS18","VPS18 core subunit of CORVET and HOPS complexes","1"
"VBP1","7411","VBP1","VHL binding protein 1","1"
"THAP5","168451","THAP5","THAP domain containing 5","1"
"STMN3","50861","STMN3","stathmin 3","1"
"EIF1","10209","EIF1","eukaryotic translation initiation factor 1","1"
"PIP4P1","90809","PIP4P1","""phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1""","1"
"VDAC1","7416","VDAC1","voltage dependent anion channel 1","1"
"MRFAP1","93621","MRFAP1","Morf4 family associated protein 1","1"
"SRXN1","140809","SRXN1","sulfiredoxin 1","1"
"ACLY","47","ACLY","ATP citrate lyase","1"
"TWF2","11344","TWF2","twinfilin actin binding protein 2","1"
"RANBP6","26953","RANBP6","RAN binding protein 6","1"
"TMED9","54732","TMED9","transmembrane p24 trafficking protein 9","1"
"ASNSD1","54529","ASNSD1","asparagine synthetase domain containing 1","1"
"MFN2","9927","MFN2","mitofusin 2","1"
"COA3","28958","COA3","cytochrome c oxidase assembly factor 3","1"
"UBXN6","80700","UBXN6","UBX domain protein 6","1"
"PPT1","5538","PPT1","palmitoyl-protein thioesterase 1","1"
"MRPL49","740","MRPL49","mitochondrial ribosomal protein L49","1"
"APLP2","334","APLP2","amyloid beta precursor like protein 2","1"
"DYNLL2","140735","DYNLL2","dynein light chain LC8-type 2","1"
"VXN","254778","VXN","vexin","1"
"HMGA1","3159","HMGA1","high mobility group AT-hook 1","1"
"GLRX5","51218","GLRX5","glutaredoxin 5","1"
"RSL24D1","51187","RSL24D1","ribosomal L24 domain containing 1","1"
"ISCA1","81689","ISCA1","iron-sulfur cluster assembly 1","1"
"AHCY","191","AHCY","adenosylhomocysteinase","1"
"NFE2L1","4779","NFE2L1","""nuclear factor, erythroid 2 like 1""","1"
"MRPS17","51373","MRPS17","mitochondrial ribosomal protein S17","1"
"CALM3","808","CALM3","calmodulin 3","1"
"C6orf120","387263","C6orf120","chromosome 6 open reading frame 120","1"
"SNAPC5","10302","SNAPC5","small nuclear RNA activating complex polypeptide 5","1"
"PRAF2","11230","PRAF2","PRA1 domain family member 2","1"
"YIPF3","25844","YIPF3","Yip1 domain family member 3","1"
"MRPL35","51318","MRPL35","mitochondrial ribosomal protein L35","1"
"SUPT4H1","6827","SUPT4H1","""SPT4 homolog, DSIF elongation factor subunit""","1"
"ICMT","23463","ICMT","isoprenylcysteine carboxyl methyltransferase","1"
"NOP9","161424","NOP9","NOP9 nucleolar protein","1"
"PEG13","359809","PEG13","paternally expressed 13","1"
"MAGEF1","64110","MAGEF1","MAGE family member F1","1"
"CTSB","1508","CTSB","cathepsin B","1"
"ENO2","2026","ENO2","enolase 2","1"
"ARF3","377","ARF3","ADP ribosylation factor 3","1"
"GET3","439","GET3","""guided entry of tail-anchored proteins factor 3, ATPase""","1"
"CELSR2","1952","CELSR2","cadherin EGF LAG seven-pass G-type receptor 2","1"
"CCDC85B","11007","CCDC85B","coiled-coil domain containing 85B","1"
"ARCN1","372","ARCN1","archain 1","1"
"CD2BP2","10421","CD2BP2","CD2 cytoplasmic tail binding protein 2","1"
"RTN4","57142","RTN4","reticulon 4","1"
"C4orf3","401152","C4orf3","chromosome 4 open reading frame 3","1"
"EIF3I","8668","EIF3I","eukaryotic translation initiation factor 3 subunit I","1"
"MMGT1","93380","MMGT1","membrane magnesium transporter 1","1"
"SRSF9","8683","SRSF9","serine and arginine rich splicing factor 9","1"
"ARL6IP5","10550","ARL6IP5","ADP ribosylation factor like GTPase 6 interacting protein 5","1"
"TXN2","25828","TXN2","thioredoxin 2","1"
"ATP6V0C","527","ATP6V0C","ATPase H+ transporting V0 subunit c","1"
"LAMTOR5","10542","LAMTOR5","""late endosomal/lysosomal adaptor, MAPK and MTOR activator 5""","1"
"SET","6418","SET","SET nuclear proto-oncogene","1"
"IMP4","92856","IMP4","IMP U3 small nucleolar ribonucleoprotein 4","1"
"PNMA8B","57469","PNMA8B","PNMA family member 8B","1"
"MIEF1","54471","MIEF1","mitochondrial elongation factor 1","1"
"EPN1","29924","EPN1","epsin 1","1"
"MZT1","440145","MZT1","mitotic spindle organizing protein 1","1"
"STRAP","11171","STRAP","serine/threonine kinase receptor associated protein","1"
"MYADM","91663","MYADM","myeloid associated differentiation marker","1"
"CYCS","54205","CYCS","""cytochrome c, somatic""","1"
"PELO","53918","PELO","pelota mRNA surveillance and ribosome rescue factor","1"
"NEFL","4747","NEFL","neurofilament light","1"
"FAM32A","26017","FAM32A","family with sequence similarity 32 member A","1"
"UBE2V2","7336","UBE2V2","ubiquitin conjugating enzyme E2 V2","1"
"C22orf39","128977","C22orf39","chromosome 22 open reading frame 39","1"
"FARSA","2193","FARSA","phenylalanyl-tRNA synthetase subunit alpha","1"
"COQ10B","80219","COQ10B","coenzyme Q10B","1"
"AP1S1","1174","AP1S1","adaptor related protein complex 1 subunit sigma 1","1"
"CDV3","55573","CDV3","CDV3 homolog","1"
"ILF2","3608","ILF2","interleukin enhancer binding factor 2","1"
"SHISA4","149345","SHISA4","shisa family member 4","1"
"GRPEL1","80273","GRPEL1","","1"
"NCBP2","22916","NCBP2","nuclear cap binding protein subunit 2","1"
"BEX4","56271","BEX4","brain expressed X-linked 4","1"
"TPI1","7167","TPI1","triosephosphate isomerase 1","1"
"PNMA8C","NA","NA","NA","0"
"RSL1D1","26156","RSL1D1","ribosomal L1 domain containing 1","1"
"MRPS18A","55168","MRPS18A","mitochondrial ribosomal protein S18A","1"
"TMEM183A","92703","TMEM183A","transmembrane protein 183A","1"
"DNAJC14","85406","DNAJC14","DnaJ heat shock protein family (Hsp40) member C14","1"
"MAGEH1","28986","MAGEH1","MAGE family member H1","1"
"TMEM35A","59353","TMEM35A","transmembrane protein 35A","1"
"BCL7B","9275","BCL7B","BAF chromatin remodeling complex subunit BCL7B","1"
"GABARAPL1","23710","GABARAPL1","GABA type A receptor associated protein like 1","1"
"CDK5R2","8941","CDK5R2","cyclin dependent kinase 5 regulatory subunit 2","1"
"TAF13","6884","TAF13","TATA-box binding protein associated factor 13","1"
"PPP1R11","6992","PPP1R11","protein phosphatase 1 regulatory inhibitor subunit 11","1"
"EIF4G2","1982","EIF4G2","eukaryotic translation initiation factor 4 gamma 2","1"
"POLR3K","51728","POLR3K","RNA polymerase III subunit K","1"
"MAP7D1","55700","MAP7D1","MAP7 domain containing 1","1"
"KBTBD11","9920","KBTBD11","kelch repeat and BTB domain containing 11","1"
"ZMAT2","153527","ZMAT2","zinc finger matrin-type 2","1"
"MPP1","4354","MPP1","membrane palmitoylated protein 1","1"
"FRMD6","122786","FRMD6","FERM domain containing 6","1"
"KCNJ11","3767","KCNJ11","potassium inwardly rectifying channel subfamily J member 11","1"
"OAZ1","4946","OAZ1","ornithine decarboxylase antizyme 1","1"
"AMIGO1","57463","AMIGO1","adhesion molecule with Ig like domain 1","1"
"FEN1","2237","FEN1","flap structure-specific endonuclease 1","1"
"ADO","84890","ADO","2-aminoethanethiol dioxygenase","1"
"RITA1","84934","RITA1","RBPJ interacting and tubulin associated 1","1"
"NAT8L","339983","NAT8L","N-acetyltransferase 8 like","1"
"ITM2C","81618","ITM2C","integral membrane protein 2C","1"
"KCTD17","79734","KCTD17","potassium channel tetramerization domain containing 17","1"
"HNRNPA0","10949","HNRNPA0","heterogeneous nuclear ribonucleoprotein A0","1"
"DNAJB9","4189","DNAJB9","DnaJ heat shock protein family (Hsp40) member B9","1"
"NUDT15","55270","NUDT15","nudix hydrolase 15","1"
"PHYHIP","9796","PHYHIP","phytanoyl-CoA 2-hydroxylase interacting protein","1"
"FAIM2","23017","FAIM2","Fas apoptotic inhibitory molecule 2","1"
"NRN1","51299","NRN1","neuritin 1","1"
"ODC1","4953","ODC1","ornithine decarboxylase 1","1"
"PSPN","5623","PSPN","persephin","1"
"ENC1","8507","ENC1","ectodermal-neural cortex 1","1"
"MRPS23","51649","MRPS23","mitochondrial ribosomal protein S23","1"
"TOR1A","1861","TOR1A","torsin family 1 member A","1"
"TUSC1","286319","TUSC1","tumor suppressor candidate 1","1"
"SERINC3","10955","SERINC3","serine incorporator 3","1"
"GNAZ","2781","GNAZ","G protein subunit alpha z","1"
"ATP5PB","515","ATP5PB","ATP synthase peripheral stalk-membrane subunit b","1"
"ISCU","23479","ISCU","iron-sulfur cluster assembly enzyme","1"
"EFNA3","1944","EFNA3","ephrin A3","1"
"PPIF","10105","PPIF","peptidylprolyl isomerase F","1"
"PELI3","246330","PELI3","pellino E3 ubiquitin protein ligase family member 3","1"
"CDKN2D","1032","CDKN2D","cyclin dependent kinase inhibitor 2D","1"
"EIF1B","10289","EIF1B","eukaryotic translation initiation factor 1B","1"
"PEX19","5824","PEX19","peroxisomal biogenesis factor 19","1"
"SLC25A4","291","SLC25A4","solute carrier family 25 member 4","1"
"GABARAP","11337","GABARAP","GABA type A receptor-associated protein","1"
"ATP1A1","476","ATP1A1","ATPase Na+/K+ transporting subunit alpha 1","1"
"SERINC1","57515","SERINC1","serine incorporator 1","1"
"C11orf68","83638","C11orf68","chromosome 11 open reading frame 68","1"
"TMED2","10959","TMED2","transmembrane p24 trafficking protein 2","1"
"MFSD5","84975","MFSD5","major facilitator superfamily domain containing 5","1"
"VPS4A","27183","VPS4A","vacuolar protein sorting 4 homolog A","1"
"GHITM","27069","GHITM","growth hormone inducible transmembrane protein","1"
"NECAP1","25977","NECAP1","NECAP endocytosis associated 1","1"
"IRF2BP1","26145","IRF2BP1","interferon regulatory factor 2 binding protein 1","1"
"TOMM20","9804","TOMM20","translocase of outer mitochondrial membrane 20","1"
"SUB1","10923","SUB1","SUB1 regulator of transcription","1"
"ELOC","6921","ELOC","elongin C","1"
"CEND1","51286","CEND1","cell cycle exit and neuronal differentiation 1","1"
"KLC2","64837","KLC2","kinesin light chain 2","1"
"MAP1LC3B","81631","MAP1LC3B","microtubule associated protein 1 light chain 3 beta","1"
"HAPLN4","404037","HAPLN4","hyaluronan and proteoglycan link protein 4","1"
"NORAD","647979","NORAD","non-coding RNA activated by DNA damage","1"
"ZBTB22","9278","ZBTB22","zinc finger and BTB domain containing 22","1"
"ERP29","10961","ERP29","endoplasmic reticulum protein 29","1"
"MRPS12","6183","MRPS12","mitochondrial ribosomal protein S12","1"
"SKP1","6500","SKP1","S-phase kinase associated protein 1","1"
"CSTF2T","23283","CSTF2T","cleavage stimulation factor subunit 2 tau variant","1"
"TCEAL7","56849","TCEAL7","transcription elongation factor A like 7","1"
"FKBP1B","2281","FKBP1B","FKBP prolyl isomerase 1B","1"
"TOLLIP","54472","TOLLIP","toll interacting protein","1"
"NT5C3B","115024","NT5C3B","""5'-nucleotidase, cytosolic IIIB""","1"
"COMMD8","54951","COMMD8","COMM domain containing 8","1"
"REEP5","7905","REEP5","receptor accessory protein 5","1"
"EEF1AKNMT","51603","EEF1AKNMT","eEF1A lysine and N-terminal methyltransferase","1"
"COPS8","10920","COPS8","COP9 signalosome subunit 8","1"
"BLOC1S2","282991","BLOC1S2","biogenesis of lysosomal organelles complex 1 subunit 2","1"
"SAC3D1","29901","SAC3D1","SAC3 domain containing 1","1"
"WSB2","55884","WSB2","WD repeat and SOCS box containing 2","1"
"GSPT2","23708","GSPT2","G1 to S phase transition 2","1"
"DUSP3","1845","DUSP3","dual specificity phosphatase 3","1"
"FXYD6","53826","FXYD6","FXYD domain containing ion transport regulator 6","1"
"ATP6V1G2","534","ATP6V1G2","ATPase H+ transporting V1 subunit G2","1"
"SELENOW","6415","SELENOW","selenoprotein W","1"
"SLC12A5","57468","SLC12A5","solute carrier family 12 member 5","1"
"ARHGDIA","396","ARHGDIA","Rho GDP dissociation inhibitor alpha","1"
"NGRN","51335","NGRN","""neugrin, neurite outgrowth associated""","1"
"SNRNP25","79622","SNRNP25","small nuclear ribonucleoprotein U11/U12 subunit 25","1"
"PDHB","5162","PDHB","pyruvate dehydrogenase E1 subunit beta","1"
"C18orf32","497661","C18orf32","chromosome 18 open reading frame 32","1"
"TCEAL8","90843","TCEAL8","transcription elongation factor A like 8","1"
"SNX12","29934","SNX12","sorting nexin 12","1"
"RGS4","5999","RGS4","regulator of G protein signaling 4","1"
"PER2","8864","PER2","period circadian regulator 2","1"
"TOMM40L","84134","TOMM40L","translocase of outer mitochondrial membrane 40 like","1"
"MRPS7","51081","MRPS7","mitochondrial ribosomal protein S7","1"
"C9orf78","51759","C9orf78","chromosome 9 open reading frame 78","1"
"PRELID1","27166","PRELID1","PRELI domain containing 1","1"
"VSTM2L","128434","VSTM2L","V-set and transmembrane domain containing 2 like","1"
"NUDT16","131870","NUDT16","nudix hydrolase 16","1"
"PINK1","65018","PINK1","PTEN induced kinase 1","1"
"PYURF","100996939","PYURF","PIGY upstream reading frame","1"
"GMPR2","51292","GMPR2","guanosine monophosphate reductase 2","1"
"SSTR3","6753","SSTR3","somatostatin receptor 3","1"
"RIMS3","9783","RIMS3","regulating synaptic membrane exocytosis 3","1"
"ATP6V1D","51382","ATP6V1D","ATPase H+ transporting V1 subunit D","1"
"NAP1L5","266812","NAP1L5","nucleosome assembly protein 1 like 5","1"
"ARMCX3","51566","ARMCX3","armadillo repeat containing X-linked 3","1"
"SPOCK2","9806","SPOCK2","""SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2""","1"
"VPS35","55737","VPS35","VPS35 retromer complex component","1"
"TMEM167B","56900","TMEM167B","transmembrane protein 167B","1"
"ATG101","60673","ATG101","autophagy related 101","1"
"H2AFX","NA","NA","NA","0"
"C20orf27","54976","C20orf27","chromosome 20 open reading frame 27","1"
"ERH","2079","ERH","ERH mRNA splicing and mitosis factor","1"
"FAM131B","9715","FAM131B","family with sequence similarity 131 member B","1"
"SLC25A5","292","SLC25A5","solute carrier family 25 member 5","1"
"LSM4","25804","LSM4","""LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated""","1"
"SSR2","6746","SSR2","signal sequence receptor subunit 2","1"
"MSL3","10943","MSL3","MSL complex subunit 3","1"
"BPGM","669","BPGM","bisphosphoglycerate mutase","1"
"CALM2","805","CALM2","calmodulin 2","1"
"CCDC184","387856","CCDC184","coiled-coil domain containing 184","1"
"TMEM121","80757","TMEM121","transmembrane protein 121","1"
"INTS5","80789","INTS5","integrator complex subunit 5","1"
"PYGO2","90780","PYGO2","pygopus family PHD finger 2","1"
"ATP6V1E1","529","ATP6V1E1","ATPase H+ transporting V1 subunit E1","1"
"FUNDC2","65991","FUNDC2","FUN14 domain containing 2","1"
"SLC35C1","55343","SLC35C1","solute carrier family 35 member C1","1"
"GABRD","2563","GABRD","gamma-aminobutyric acid type A receptor subunit delta","1"
"CNIH2","254263","CNIH2","cornichon family AMPA receptor auxiliary protein 2","1"
"MPI","4351","MPI","mannose phosphate isomerase","1"
"CANX","821","CANX","calnexin","1"
"GZF1","64412","GZF1","GDNF inducible zinc finger protein 1","1"
"RRAGC","64121","RRAGC","Ras related GTP binding C","1"
"ARL1","400","ARL1","ADP ribosylation factor like GTPase 1","1"
"PRKAR1A","5573","PRKAR1A","protein kinase cAMP-dependent type I regulatory subunit alpha","1"
"GRWD1","83743","GRWD1","glutamate rich WD repeat containing 1","1"
"C3orf80","401097","C3orf80","chromosome 3 open reading frame 80","1"
"CCDC115","84317","CCDC115","coiled-coil domain containing 115","1"
"WBP11","51729","WBP11","WW domain binding protein 11","1"
"LDHA","3939","LDHA","lactate dehydrogenase A","1"
"MEPCE","56257","MEPCE","methylphosphate capping enzyme","1"
"GPR162","27239","GPR162","G protein-coupled receptor 162","1"
"PCYOX1","51449","PCYOX1","prenylcysteine oxidase 1","1"
"BTBD6","90135","BTBD6","BTB domain containing 6","1"
"MRPL50","54534","MRPL50","mitochondrial ribosomal protein L50","1"
"YWHAQ","10971","YWHAQ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta","1"
"PSMD2","5708","PSMD2","""proteasome 26S subunit, non-ATPase 2""","1"
"NDUFAF4","29078","NDUFAF4","NADH:ubiquinone oxidoreductase complex assembly factor 4","1"
"CHST2","9435","CHST2","carbohydrate sulfotransferase 2","1"
"SRP9","6726","SRP9","signal recognition particle 9","1"
"LYSMD2","256586","LYSMD2","LysM domain containing 2","1"
"ADCK2","90956","ADCK2","aarF domain containing kinase 2","1"
"NARS","NA","NA","NA","0"
"SNU13","4809","SNU13","small nuclear ribonucleoprotein 13","1"
"MAL2","114569","MAL2","""mal, T cell differentiation protein 2 (gene/pseudogene)""","1"
"RPP25","54913","RPP25","ribonuclease P and MRP subunit p25","1"
"TMEM60","85025","TMEM60","transmembrane protein 60","1"
"PFN2","5217","PFN2","profilin 2","1"
"PSMD8","5714","PSMD8","""proteasome 26S subunit, non-ATPase 8""","1"
"FKBP1A","2280","FKBP1A","FKBP prolyl isomerase 1A","1"
"ACTG1","71","ACTG1","actin gamma 1","1"
"PLEKHB2","55041","PLEKHB2","pleckstrin homology domain containing B2","1"
"C1orf115","79762","C1orf115","chromosome 1 open reading frame 115","1"
"MOCS3","27304","MOCS3","molybdenum cofactor synthesis 3","1"
"MLLT11","10962","MLLT11","MLLT11 transcription factor 7 cofactor","1"
"RAB5IF","55969","RAB5IF","RAB5 interacting factor","1"
"SYNGR3","9143","SYNGR3","synaptogyrin 3","1"
"FAM217B","63939","FAM217B","family with sequence similarity 217 member B","1"
"PRPS1","5631","PRPS1","phosphoribosyl pyrophosphate synthetase 1","1"
"NUCB1","4924","NUCB1","nucleobindin 1","1"
"ABRACL","58527","ABRACL","ABRA C-terminal like","1"
"ARL2","402","ARL2","ADP ribosylation factor like GTPase 2","1"
"PGK1","5230","PGK1","phosphoglycerate kinase 1","1"
"PDK2","5164","PDK2","pyruvate dehydrogenase kinase 2","1"
"POP7","10248","POP7","""POP7 homolog, ribonuclease P/MRP subunit""","1"
"NDUFA5","4698","NDUFA5","NADH:ubiquinone oxidoreductase subunit A5","1"
"IGIP","492311","IGIP","IgA inducing protein","1"
"TOMM6","100188893","TOMM6","translocase of outer mitochondrial membrane 6","1"
"EIF4H","7458","EIF4H","eukaryotic translation initiation factor 4H","1"
"TMEM271","112441426","TMEM271","transmembrane protein 271","1"
"ALDH1B1","219","ALDH1B1","aldehyde dehydrogenase 1 family member B1","1"
"SRSF3","6428","SRSF3","serine and arginine rich splicing factor 3","1"
"ATXN7L3B","552889","ATXN7L3B","ataxin 7 like 3B","1"
"STUB1","10273","STUB1","STIP1 homology and U-box containing protein 1","1"
"CNDP2","55748","CNDP2","carnosine dipeptidase 2","1"
"JAGN1","84522","JAGN1","jagunal homolog 1","1"
"CAMKV","79012","CAMKV","CaM kinase like vesicle associated","1"
"C14orf119","55017","C14orf119","chromosome 14 open reading frame 119","1"
"ATP6V1F","9296","ATP6V1F","ATPase H+ transporting V1 subunit F","1"
"MRPL17","63875","MRPL17","mitochondrial ribosomal protein L17","1"
"MANEAL","149175","MANEAL","mannosidase endo-alpha like","1"
"ENO1","2023","ENO1","enolase 1","1"
"LGI3","203190","LGI3","leucine rich repeat LGI family member 3","1"
"SLC25A6","293","SLC25A6","solute carrier family 25 member 6","1"
"RNASEK","440400","RNASEK","ribonuclease K","1"
"BCL2L2","599","BCL2L2","BCL2 like 2","1"
"CALM1","801","CALM1","calmodulin 1","1"
"FBXL15","79176","FBXL15","F-box and leucine rich repeat protein 15","1"
"CHMP4B","128866","CHMP4B","charged multivesicular body protein 4B","1"
"TRNP1","388610","TRNP1","TMF1 regulated nuclear protein 1","1"
"HTRA2","27429","HTRA2","HtrA serine peptidase 2","1"
"SELENOT","51714","SELENOT","selenoprotein T","1"
"YWHAG","7532","YWHAG","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma","1"
"POLR2K","5440","POLR2K","RNA polymerase II subunit K","1"
"YRDC","79693","YRDC","yrdC N6-threonylcarbamoyltransferase domain containing","1"
"RAB14","51552","RAB14","""RAB14, member RAS oncogene family""","1"
"CAMK2N2","94032","CAMK2N2","calcium/calmodulin dependent protein kinase II inhibitor 2","1"
"NSF","4905","NSF","""N-ethylmaleimide sensitive factor, vesicle fusing ATPase""","1"
"C2CD2L","9854","C2CD2L","C2CD2 like","1"
"FAM174C","55009","FAM174C","family with sequence similarity 174 member C","1"
"MAF1","84232","MAF1","""MAF1 homolog, negative regulator of RNA polymerase III""","1"
"CCT6A","908","CCT6A","chaperonin containing TCP1 subunit 6A","1"
"SELENOM","140606","SELENOM","selenoprotein M","1"
"KBTBD6","89890","KBTBD6","kelch repeat and BTB domain containing 6","1"
