"","Name",""
"254263","254263","0"
"4351","4351","0"
"821","821","0"
"64412","64412","0"
"64121","64121","0"
"400","400","0"
"5573","5573","0"
"83743","83743","0"
"401097","401097","0"
"84317","84317","0"
"51729","51729","0"
"3939","3939","0"
"56257","56257","0"
"27239","27239","0"
"51449","51449","0"
"90135","90135","0"
"54534","54534","0"
"10971","10971","0"
"5708","5708","0"
"29078","29078","0"
"9435","9435","0"
"6726","6726","0"
"256586","256586","0"
"90956","90956","0"
"4809","4809","0"
"114569","114569","0"
"54913","54913","0"
"85025","85025","0"
"5217","5217","0"
"5714","5714","0"
"2280","2280","0"
"71","71","0"
"55041","55041","0"
"79762","79762","0"
"27304","27304","0"
"10962","10962","0"
"55969","55969","0"
"9143","9143","0"
"63939","63939","0"
"5631","5631","0"
"4924","4924","0"
"58527","58527","0"
"402","402","0"
"5230","5230","0"
"5164","5164","0"
"10248","10248","0"
"4698","4698","0"
"492311","492311","0"
"100188893","100188893","0"
"7458","7458","0"
"112441426","112441426","0"
"219","219","0"
"6428","6428","0"
"552889","552889","0"
"10273","10273","0"
"55748","55748","0"
"84522","84522","0"
"79012","79012","0"
"55017","55017","0"
"9296","9296","0"
"63875","63875","0"
"149175","149175","0"
"2023","2023","0"
"203190","203190","0"
"293","293","0"
"440400","440400","0"
"599","599","0"
"801","801","0"
"79176","79176","0"
"128866","128866","0"
"388610","388610","0"
"27429","27429","0"
"51714","51714","0"
"7532","7532","0"
"5440","5440","0"
"79693","79693","0"
"51552","51552","0"
"94032","94032","0"
"4905","4905","0"
"9854","9854","0"
"55009","55009","0"
"84232","84232","0"
"908","908","0"
"140606","140606","0"
"89890","89890","0"
"9040","9040","0"
"790955","790955","0"
"9817","9817","0"
"9049","9049","0"
"6297","6297","0"
"7341","7341","0"
"29777","29777","0"
"149603","149603","0"
"23109","23109","0"
"6613","6613","0"
"3897","3897","0"
"4942","4942","0"
"2039","2039","0"
"1938","1938","0"
"252969","252969","0"
"283951","283951","0"
"5434","5434","0"
"3420","3420","0"
"2847","2847","0"
"153339","153339","0"
"7417","7417","0"
"126792","126792","0"
"382","382","0"
"258010","258010","0"
"25789","25789","0"
"1476","1476","0"
"51617","51617","0"
"8402","8402","0"
"55312","55312","0"
"6990","6990","0"
"79039","79039","0"
"26001","26001","0"
"27338","27338","0"
"10846","10846","0"
"6860","6860","0"
"7388","7388","0"
"1974","1974","0"
"51499","51499","0"
"3178","3178","0"
"23208","23208","0"
"23212","23212","0"
"6447","6447","0"
"10983","10983","0"
"266655","266655","0"
"340526","340526","0"
"79007","79007","0"
"6734","6734","0"
"131474","131474","0"
"14","14","0"
"65005","65005","0"
"10775","10775","0"
"2806","2806","0"
"10123","10123","0"
"221491","221491","0"
"51440","51440","0"
"25994","25994","0"
"572","572","0"
"64838","64838","0"
"2644","2644","0"
"23641","23641","0"
"9550","9550","0"
"84262","84262","0"
"112970","112970","0"
"1069","1069","0"
"85014","85014","0"
"729991","729991","0"
"57179","57179","0"
"280636","280636","0"
"55111","55111","0"
"27257","27257","0"
"57106","57106","0"
"348262","348262","0"
"90121","90121","0"
"29094","29094","0"
"171568","171568","0"
"100287482","100287482","0"
"6138","6138","0"
"5213","5213","0"
"100859930","100859930","0"
"729082","729082","0"
"27122","27122","0"
"26277","26277","0"
"3754","3754","0"
"5595","5595","0"
"84276","84276","0"
"55163","55163","0"
"60626","60626","0"
"398","398","0"
"28972","28972","0"
"2879","2879","0"
"23399","23399","0"
"10525","10525","0"
"6049","6049","0"
"1964","1964","0"
"4191","4191","0"
"84313","84313","0"
"25874","25874","0"
"221092","221092","0"
"51372","51372","0"
"51234","51234","0"
"11333","11333","0"
"9908","9908","0"
"116224","116224","0"
"3765","3765","0"
"55585","55585","0"
"7529","7529","0"
"64951","64951","0"
"51142","51142","0"
"404217","404217","0"
"23462","23462","0"
"221424","221424","0"
"8772","8772","0"
"200734","200734","0"
"55330","55330","0"
"481","481","0"
"54958","54958","0"
"200407","200407","0"
"65993","65993","0"
"11070","11070","0"
"79016","79016","0"
"63974","63974","0"
"100506365","100506365","0"
"51398","51398","0"
"83719","83719","0"
"4869","4869","0"
"140689","140689","0"
"4692","4692","0"
"65260","65260","0"
"440465","440465","0"
"1141","1141","0"
"51510","51510","0"
"29985","29985","0"
"401505","401505","0"
"5621","5621","0"
"11331","11331","0"
"84299","84299","0"
"54458","54458","0"
"26470","26470","0"
"9399","9399","0"
"10687","10687","0"
"2288","2288","0"
"55709","55709","0"
"23510","23510","0"
"22827","22827","0"
"5798","5798","0"
"1616","1616","0"
"644096","644096","0"
"55272","55272","0"
"56893","56893","0"
"128486","128486","0"
"64207","64207","0"
"25864","25864","0"
"8851","8851","0"
"63908","63908","0"
"84967","84967","0"
"9495","9495","0"
"1114","1114","0"
"200933","200933","0"
"10653","10653","0"
"80142","80142","0"
"4987","4987","0"
"10769","10769","0"
"66004","66004","0"
"29890","29890","0"
"55178","55178","0"
"90120","90120","0"
"10456","10456","0"
"379","379","0"
"5245","5245","0"
"9246","9246","0"
"196500","196500","0"
"124044","124044","0"
"8799","8799","0"
"10126","10126","0"
"24147","24147","0"
"64949","64949","0"
"57586","57586","0"
"8742","8742","0"
"3761","3761","0"
"79077","79077","0"
"139341","139341","0"
"23508","23508","0"
"374659","374659","0"
"27349","27349","0"
"3265","3265","0"
"60592","60592","0"
"7077","7077","0"
"79004","79004","0"
"26240","26240","0"
"10294","10294","0"
"10857","10857","0"
"6751","6751","0"
"5203","5203","0"
"10776","10776","0"
"1846","1846","0"
"26056","26056","0"
"2785","2785","0"
"55897","55897","0"
"51310","51310","0"
"3361","3361","0"
"51647","51647","0"
"113452","113452","0"
"5524","5524","0"
"81572","81572","0"
"375","375","0"
"6635","6635","0"
"51022","51022","0"
"689","689","0"
"79365","79365","0"
"811","811","0"
"57692","57692","0"
"705","705","0"
"11345","11345","0"
"7284","7284","0"
"10569","10569","0"
"2962","2962","0"
"7922","7922","0"
"5526","5526","0"
"23623","23623","0"
"10360","10360","0"
"27430","27430","0"
"60314","60314","0"
"84334","84334","0"
"4681","4681","0"
"54968","54968","0"
"203069","203069","0"
"1050","1050","0"
"573","573","0"
"64981","64981","0"
"6612","6612","0"
"222865","222865","0"
"6855","6855","0"
"7095","7095","0"
"79183","79183","0"
"152217","152217","0"
"10900","10900","0"
"219738","219738","0"
"10245","10245","0"
"2554","2554","0"
"11285","11285","0"
"55505","55505","0"
"56061","56061","0"
"11034","11034","0"
"51517","51517","0"
"7386","7386","0"
"51645","51645","0"
"124583","124583","0"
"10189","10189","0"
"533","533","0"
"79833","79833","0"
"2850","2850","0"
"83723","83723","0"
"1628","1628","0"
"5501","5501","0"
"84968","84968","0"
"84337","84337","0"
"133957","133957","0"
"4738","4738","0"
"134266","134266","0"
"113829","113829","0"
"252995","252995","0"
"140679","140679","0"
"125113","125113","0"
"145853","145853","0"
"25847","25847","0"
"130612","130612","0"
"8314","8314","0"
"115939","115939","0"
"3489","3489","0"
"230","230","0"
"27013","27013","0"
"493812","493812","0"
"4900","4900","0"
"155382","155382","0"
"100505483","100505483","0"
"6187","6187","0"
"399473","399473","0"
"8636","8636","0"
"506","506","0"
"152789","152789","0"
"400916","400916","0"
"134111","134111","0"
"131408","131408","0"
"80863","80863","0"
"85453","85453","0"
"55651","55651","0"
"23769","23769","0"
"7389","7389","0"
"23154","23154","0"
"114787","114787","0"
"166","166","0"
"7114","7114","0"
"5119","5119","0"
"56851","56851","0"
"162989","162989","0"
"103910","103910","0"
"100505573","100505573","0"
"79095","79095","0"
"1949","1949","0"
"5886","5886","0"
"26071","26071","0"
"51388","51388","0"
"1937","1937","0"
"79837","79837","0"
"192286","192286","0"
"9948","9948","0"
"1849","1849","0"
"7311","7311","0"
"3921","3921","0"
"27439","27439","0"
"79803","79803","0"
"1983","1983","0"
"55190","55190","0"
"9903","9903","0"
"80772","80772","0"
"8682","8682","0"
"3621","3621","0"
"5879","5879","0"
"150223","150223","0"
"6324","6324","0"
"7008","7008","0"
"56255","56255","0"
"114932","114932","0"
"1020","1020","0"
"8031","8031","0"
"7881","7881","0"
"271","271","0"
"440574","440574","0"
"8708","8708","0"
"27258","27258","0"
"286002","286002","0"
"1392","1392","0"
"27344","27344","0"
"79714","79714","0"
"83460","83460","0"
"2987","2987","0"
"55352","55352","0"
"55128","55128","0"
"23349","23349","0"
"4741","4741","0"
"29796","29796","0"
"65009","65009","0"
"91582","91582","0"
"8815","8815","0"
"26515","26515","0"
"26517","26517","0"
"8655","8655","0"
"885","885","0"
"2523","2523","0"
"6609","6609","0"
"54989","54989","0"
"4201","4201","0"
"91283","91283","0"
"503542","503542","0"
"5300","5300","0"
"6730","6730","0"
"23568","23568","0"
"9867","9867","0"
"5250","5250","0"
"83547","83547","0"
"7804","7804","0"
"51263","51263","0"
"51399","51399","0"
"116442","116442","0"
"81873","81873","0"
"134548","134548","0"
"55754","55754","0"
"79586","79586","0"
"79751","79751","0"
"9900","9900","0"
"118487","118487","0"
"10447","10447","0"
"132332","132332","0"
"399697","399697","0"
"8270","8270","0"
"9616","9616","0"
"6632","6632","0"
"3190","3190","0"
"148014","148014","0"
"1537","1537","0"
"8576","8576","0"
"51646","51646","0"
"27339","27339","0"
"1975","1975","0"
"54972","54972","0"
"10093","10093","0"
"51371","51371","0"
"741","741","0"
"694","694","0"
"5438","5438","0"
"8649","8649","0"
"10430","10430","0"
"4043","4043","0"
"2790","2790","0"
"23401","23401","0"
"1152","1152","0"
"388730","388730","0"
"26232","26232","0"
"2194","2194","0"
"1917","1917","0"
"23300","23300","0"
"5373","5373","0"
"9158","9158","0"
"11040","11040","0"
"81848","81848","0"
"51693","51693","0"
"283209","283209","0"
"79722","79722","0"
"84078","84078","0"
"5705","5705","0"
"5464","5464","0"
"158586","158586","0"
"57414","57414","0"
"25907","25907","0"
"83443","83443","0"
"25906","25906","0"
"84309","84309","0"
"1072","1072","0"
"23204","23204","0"
"654429","654429","0"
"54512","54512","0"
"8534","8534","0"
"3615","3615","0"
"10935","10935","0"
"83475","83475","0"
"51119","51119","0"
"10439","10439","0"
"2958","2958","0"
"114928","114928","0"
"79894","79894","0"
"9556","9556","0"
"10169","10169","0"
"79624","79624","0"
"56675","56675","0"
"2597","2597","0"
"51690","51690","0"
"8933","8933","0"
"51522","51522","0"
"10574","10574","0"
"6618","6618","0"
"55629","55629","0"
"10683","10683","0"
"122961","122961","0"
"10567","10567","0"
"374969","374969","0"
"400745","400745","0"
"3300","3300","0"
"127829","127829","0"
"7283","7283","0"
"4674","4674","0"
"6511","6511","0"
"5713","5713","0"
"56005","56005","0"
"340529","340529","0"
"5763","5763","0"
"60370","60370","0"
"8564","8564","0"
"26580","26580","0"
"6234","6234","0"
"6950","6950","0"
"643155","643155","0"
"8153","8153","0"
"10933","10933","0"
"231","231","0"
"7727","7727","0"
"51506","51506","0"
"10953","10953","0"
"84817","84817","0"
"84545","84545","0"
"54470","54470","0"
"79763","79763","0"
"10023","10023","0"
"1027","1027","0"
"55161","55161","0"
"654790","654790","0"
"11140","11140","0"
"333","333","0"
"6130","6130","0"
"100128264","100128264","0"
"4142","4142","0"
"65988","65988","0"
"51161","51161","0"
"92806","92806","0"
"9581","9581","0"
"78988","78988","0"
"9252","9252","0"
"7884","7884","0"
"284106","284106","0"
"7531","7531","0"
"6879","6879","0"
"124446","124446","0"
"128240","128240","0"
"7447","7447","0"
"55859","55859","0"
"54749","54749","0"
"100506392","100506392","0"
"8237","8237","0"
"664","664","0"
"4794","4794","0"
"388135","388135","0"
"10284","10284","0"
"25824","25824","0"
"84557","84557","0"
"1123","1123","0"
"125144","125144","0"
"2021","2021","0"
"85359","85359","0"
"4826","4826","0"
"3061","3061","0"
"27018","27018","0"
"388552","388552","0"
"83695","83695","0"
"201254","201254","0"
"1128","1128","0"
"3692","3692","0"
"6142","6142","0"
"9825","9825","0"
"975","975","0"
"1460","1460","0"
"5202","5202","0"
"124944","124944","0"
"55290","55290","0"
"84279","84279","0"
"23741","23741","0"
"112755","112755","0"
"94103","94103","0"
"8535","8535","0"
"1051","1051","0"
"7381","7381","0"
"4085","4085","0"
"9184","9184","0"
"285193","285193","0"
"10654","10654","0"
"6547","6547","0"
"10589","10589","0"
"826","826","0"
"5122","5122","0"
"56648","56648","0"
"6727","6727","0"
"1509","1509","0"
"4702","4702","0"
"51650","51650","0"
"1984","1984","0"
"100288911","100288911","0"
"2835","2835","0"
"6861","6861","0"
"10929","10929","0"
"5111","5111","0"
"340542","340542","0"
"163126","163126","0"
"9168","9168","0"
"139735","139735","0"
"10671","10671","0"
"51121","51121","0"
"57132","57132","0"
"5515","5515","0"
"25999","25999","0"
"203547","203547","0"
"4700","4700","0"
"388394","388394","0"
"79022","79022","0"
"58485","58485","0"
"2764","2764","0"
"79002","79002","0"
"84335","84335","0"
"6141","6141","0"
"11075","11075","0"
"7762","7762","0"
"7355","7355","0"
"11258","11258","0"
"4716","4716","0"
"90441","90441","0"
"51132","51132","0"
"23542","23542","0"
"79590","79590","0"
"28974","28974","0"
"51504","51504","0"
"6159","6159","0"
"79177","79177","0"
"6171","6171","0"
"79031","79031","0"
"10286","10286","0"
"7259","7259","0"
"50632","50632","0"
"58157","58157","0"
"5475","5475","0"
"3312","3312","0"
"113655","113655","0"
"26519","26519","0"
"6209","6209","0"
"391356","391356","0"
"116151","116151","0"
"388789","388789","0"
"5037","5037","0"
"60490","60490","0"
"134553","134553","0"
"138716","138716","0"
"8079","8079","0"
"57171","57171","0"
"6835","6835","0"
"55450","55450","0"
"81551","81551","0"
"205251","205251","0"
"1652","1652","0"
"1351","1351","0"
"2188","2188","0"
"9684","9684","0"
"51596","51596","0"
"8818","8818","0"
"57215","57215","0"
"5881","5881","0"
"7277","7277","0"
"55181","55181","0"
"9338","9338","0"
"6181","6181","0"
"5049","5049","0"
"57819","57819","0"
"6782","6782","0"
"9118","9118","0"
"9445","9445","0"
"91689","91689","0"
"8263","8263","0"
"5954","5954","0"
"23480","23480","0"
"54704","54704","0"
"54551","54551","0"
"10467","10467","0"
"100507266","100507266","0"
"6208","6208","0"
"51616","51616","0"
"84987","84987","0"
"887","887","0"
"6770","6770","0"
"6132","6132","0"
"10101","10101","0"
"5502","5502","0"
"27336","27336","0"
"51337","51337","0"
"84707","84707","0"
"146330","146330","0"
"171177","171177","0"
"94005","94005","0"
"203260","203260","0"
"3838","3838","0"
"6182","6182","0"
"51258","51258","0"
"55728","55728","0"
"9479","9479","0"
"55203","55203","0"
"100128731","100128731","0"
"54769","54769","0"
"101928017","101928017","0"
"6193","6193","0"
"56892","56892","0"
"90378","90378","0"
"9587","9587","0"
"5193","5193","0"
"339123","339123","0"
"55851","55851","0"
"85403","85403","0"
"55145","55145","0"
"58515","58515","0"
"10957","10957","0"
"2664","2664","0"
"56970","56970","0"
"1633","1633","0"
"221710","221710","0"
"64976","64976","0"
"140465","140465","0"
"6122","6122","0"
"708","708","0"
"5121","5121","0"
"5699","5699","0"
"55327","55327","0"
"113130","113130","0"
"9551","9551","0"
"516","516","0"
"1678","1678","0"
"10078","10078","0"
"10116","10116","0"
"65080","65080","0"
"10952","10952","0"
"146547","146547","0"
"6623","6623","0"
"328","328","0"
"10815","10815","0"
"22809","22809","0"
"3423","3423","0"
"220213","220213","0"
"150678","150678","0"
"5372","5372","0"
"6124","6124","0"
"4131","4131","0"
"100294362","100294362","0"
"8553","8553","0"
"5702","5702","0"
"1059","1059","0"
"9997","9997","0"
"5439","5439","0"
"53","53","0"
"6137","6137","0"
"10471","10471","0"
"6175","6175","0"
"60","60","0"
"5518","5518","0"
"149371","149371","0"
"6277","6277","0"
"10614","10614","0"
"149986","149986","0"
"84233","84233","0"
"51024","51024","0"
"1915","1915","0"
"28956","28956","0"
"4697","4697","0"
"3737","3737","0"
"9045","9045","0"
"64979","64979","0"
"6843","6843","0"
"7494","7494","0"
"1327","1327","0"
"11163","11163","0"
"6158","6158","0"
"126299","126299","0"
"55800","55800","0"
"114757","114757","0"
"3422","3422","0"
"3925","3925","0"
"79629","79629","0"
"27289","27289","0"
"198437","198437","0"
"23148","23148","0"
"84769","84769","0"
"60496","60496","0"
"522","522","0"
"3208","3208","0"
"5694","5694","0"
"1831","1831","0"
"7184","7184","0"
"390616","390616","0"
"10636","10636","0"
"40","40","0"
"80764","80764","0"
"9802","9802","0"
"3945","3945","0"
"29965","29965","0"
"6207","6207","0"
"23770","23770","0"
"51655","51655","0"
"23089","23089","0"
"4830","4830","0"
"170261","170261","0"
"1848","1848","0"
"6624","6624","0"
"7846","7846","0"
"100131801","100131801","0"
"11033","11033","0"
"27346","27346","0"
"475","475","0"
"100134229","100134229","0"
"29107","29107","0"
"6217","6217","0"
"3182","3182","0"
"2197","2197","0"
"8987","8987","0"
"6838","6838","0"
"1350","1350","0"
"64393","64393","0"
"163732","163732","0"
"9709","9709","0"
"5950","5950","0"
"844","844","0"
"56160","56160","0"
"6923","6923","0"
"92002","92002","0"
"2114","2114","0"
"401115","401115","0"
"10726","10726","0"
"10155","10155","0"
"55530","55530","0"
"84525","84525","0"
"63943","63943","0"
"6170","6170","0"
"283576","283576","0"
"327","327","0"
"24138","24138","0"
"10633","10633","0"
"2950","2950","0"
"57369","57369","0"
"340578","340578","0"
"727800","727800","0"
"5052","5052","0"
"51079","51079","0"
"112812","112812","0"
"5093","5093","0"
"140597","140597","0"
"7781","7781","0"
"100293516","100293516","0"
"54998","54998","0"
"9349","9349","0"
"29978","29978","0"
"4856","4856","0"
"284018","284018","0"
"56603","56603","0"
"5902","5902","0"
"10916","10916","0"
"6309","6309","0"
"57567","57567","0"
"4303","4303","0"
"51374","51374","0"
"468","468","0"
"6189","6189","0"
"79165","79165","0"
"192111","192111","0"
"54557","54557","0"
"4709","4709","0"
"6176","6176","0"
"168455","168455","0"
"148413","148413","0"
"2170","2170","0"
"4726","4726","0"
"518","518","0"
"2571","2571","0"
"84833","84833","0"
"83640","83640","0"
"65078","65078","0"
"100170841","100170841","0"
"158931","158931","0"
"5441","5441","0"
"7857","7857","0"
"3049","3049","0"
"125988","125988","0"
"3188","3188","0"
"6191","6191","0"
"4247","4247","0"
"26231","26231","0"
"93974","93974","0"
"344595","344595","0"
"126003","126003","0"
"645974","645974","0"
"51529","51529","0"
"256933","256933","0"
"51329","51329","0"
"80758","80758","0"
"57129","57129","0"
"6134","6134","0"
"29114","29114","0"
"2002","2002","0"
"3326","3326","0"
"54539","54539","0"
"59286","59286","0"
"5100","5100","0"
"116541","116541","0"
"5092","5092","0"
"648","648","0"
"50854","50854","0"
"7086","7086","0"
"7763","7763","0"
"90333","90333","0"
"29085","29085","0"
"51035","51035","0"
"80335","80335","0"
"7432","7432","0"
"1175","1175","0"
"1163","1163","0"
"100507588","100507588","0"
"64219","64219","0"
"7295","7295","0"
"6228","6228","0"
"122704","122704","0"
"4831","4831","0"
"114971","114971","0"
"2495","2495","0"
"4725","4725","0"
"6863","6863","0"
"3787","3787","0"
"340543","340543","0"
"4744","4744","0"
"10479","10479","0"
"51042","51042","0"
"89792","89792","0"
"7178","7178","0"
"9351","9351","0"
"56915","56915","0"
"6135","6135","0"
"127281","127281","0"
"6223","6223","0"
"345079","345079","0"
"79641","79641","0"
"127933","127933","0"
"29100","29100","0"
"79144","79144","0"
"26521","26521","0"
"112703","112703","0"
"26994","26994","0"
"761","761","0"
"7425","7425","0"
"1933","1933","0"
"7262","7262","0"
"1073","1073","0"
"517","517","0"
"6648","6648","0"
"115","115","0"
"259236","259236","0"
"6545","6545","0"
"6218","6218","0"
"6133","6133","0"
"6230","6230","0"
"4234","4234","0"
"65999","65999","0"
"57030","57030","0"
"6165","6165","0"
"6880","6880","0"
"256472","256472","0"
"729582","729582","0"
"8733","8733","0"
"6139","6139","0"
"100303755","100303755","0"
"54931","54931","0"
"55201","55201","0"
"256281","256281","0"
"4718","4718","0"
"26589","26589","0"
"6146","6146","0"
"6748","6748","0"
"10975","10975","0"
"57592","57592","0"
"122416","122416","0"
"79897","79897","0"
"1191","1191","0"
"514","514","0"
"284184","284184","0"
"4717","4717","0"
"24141","24141","0"
"6472","6472","0"
"29997","29997","0"
"6188","6188","0"
"682","682","0"
"6143","6143","0"
"2783","2783","0"
"10295","10295","0"
"4637","4637","0"
"51734","51734","0"
"139599","139599","0"
"3149","3149","0"
"10849","10849","0"
"9487","9487","0"
"84266","84266","0"
"388962","388962","0"
"116","116","0"
"7345","7345","0"
"5757","5757","0"
"100507050","100507050","0"
"114789","114789","0"
"94160","94160","0"
"441518","441518","0"
"6166","6166","0"
"1349","1349","0"
"118460","118460","0"
"8896","8896","0"
"65990","65990","0"
"729967","729967","0"
"768096","768096","0"
"6129","6129","0"
"51268","51268","0"
"200728","200728","0"
"5865","5865","0"
"1397","1397","0"
"7384","7384","0"
"8666","8666","0"
"353","353","0"
"6161","6161","0"
"4695","4695","0"
"25915","25915","0"
"255783","255783","0"
"653784","653784","0"
"6204","6204","0"
"51278","51278","0"
"3036","3036","0"
"1340","1340","0"
"51537","51537","0"
"100131390","100131390","0"
"203068","203068","0"
"9228","9228","0"
"29074","29074","0"
"84326","84326","0"
"6201","6201","0"
"83442","83442","0"
"115557","115557","0"
"11051","11051","0"
"80097","80097","0"
"54543","54543","0"
"10009","10009","0"
"163933","163933","0"
"1347","1347","0"
"3741","3741","0"
"6616","6616","0"
"6647","6647","0"
"10376","10376","0"
"79697","79697","0"
"4694","4694","0"
"6155","6155","0"
"55432","55432","0"
"26175","26175","0"
"84620","84620","0"
