GENE_SYMBOLS,refseq_ids
EIF4A2,NM_001967
HIGD1A,NM_001099668
FNDC4,NM_022823
GCHFR,NM_005258
TMEM141,NM_032928
SELENOH,NM_001321335
SMKR1,NM_001195243
RPL15,NM_001253379
GPX4,NM_001039847
MRPS24,NM_032014
CHCHD2,NM_001320327
TMEM160,NM_017854
NEUROD6,NM_022728
CBLN4,NM_080617
TOMM5,NM_001001790
PRNP,NM_000311
FKBP4,NM_002014
SDHAF1,NM_001042631
H2AFZ,NA
CHGB,NM_001819
ARL4D,NM_001661
SPATA2L,NM_152339
FAM50B,NM_012135
SSTR1,NM_001049
DUSP4,NM_001394
GNG3,NM_012202
MESP1,NM_018670
NCBP2AS2,NM_001355243
NOP10,NM_018648
ALYREF,NM_005782
SLC32A1,NM_080552
H1F0,NA
SPRED3,NM_001039616
C9orf16,NA
NUDT11,NM_018159
CRH,NM_000756
PCSK1N,NM_013271
EMC6,NM_001014764
NEFM,NM_001105541
UQCR10,NM_001003684
RPS19BP1,NM_194326
BANF1,NM_001143985
DYNLL1,NM_001037494
CCK,NM_000729
LAGE3,NM_006014
ZNHIT2,NM_014205
POLR2I,NM_006233
SPRY4,NM_001127496
ANKRD55,NM_001039935
ATP5MPL,NA
GAPDH,NM_001256799
RABAC1,NM_006423
NAP1L2,NM_021963
KMO,NM_001410944
HTR5A-AS1,NR_038945
BEX1,NM_018476
PRDX5,NM_001358511
HCRTR1,NM_001525
BEX3,NM_001282674
HIST3H2A,NA
PCSK1,NM_000439
SRP14,NM_001309434
BEX5,NM_001012978
TMSB10,NM_021103
DCTN3,NM_001281425
NDUFB10,NM_004548
C19orf53,NM_014047
NGB,NM_021257
PPEF1,NM_001377986
HSPA8,NM_006597
TIMM10,NM_012456
MTLN,NM_001355251
DDT,NM_001084392
TUBA4A,NM_001278552
F8A1,NM_012151
COX14,NM_001257133
RHOV,NM_133639
OST4,NM_001134693
UBXN10-AS1,NA
TCIM,NM_020130
PCP4,NM_006198
ATP5MF,NM_001003713
ATP5MC1,NM_001002027
SNCG,NM_001330120
SCO2,NM_001169109
ACTB,NM_001101
NDUFA4,NM_002489
LKAAEAR1,NM_001007125
PSMB6,NM_001270481
ANKRD34C,NM_001146341
PEG10,NM_001040152
DUSP6,NM_001946
PET100,NM_001171155
FAU,NM_001997
RBP4,NM_001323517
ELOB,NM_007108
C4orf48,NM_001141936
CYP26B1,NM_001277742
ATP5MC3,NM_001002256
HBQ1,NM_005331
NPB,NM_148896
ELK1,NM_001114123
NDUFB11,NM_001135998
MRPL54,NM_172251
VIP,NM_003381
NDUFS5,NM_001184979
TAC1,NM_003182
ZNF593,NM_015871
VGF,NM_003378
PHLDA2,NM_003311
UQCR11,NM_006830
LAMP5,NM_001199897
MAGEE2,NM_138703
ADCYAP1,NM_001099733
TPBGL,NM_001195528
ABCC12,NM_001392028
RPL36AL,NM_001001
IER5,NM_016545
SH3BGRL3,NM_031286
NDUFA1,NM_004541
ALDOA,NM_000034
COX7A1,NM_001864
GPR6,NM_001286099
GADD45GIP1,NM_052850
CITED1,NM_001144885
ZPBP,NM_001159878
TSTD1,NM_001113205
IER3-AS1,NR_149095
TUBB2A,NM_001069
RPS27A,NM_001135592
EGR3,NM_001199880
HSP90AA1,NM_001017963
HSPA5,NM_005347
HINT1,NM_005340
NPPC,NM_024409
UQCRQ,NM_014402
TRPC7,NM_001167576
RPL26,NM_000987
ADTRP,NM_001143948
CARTPT,NM_004291
DKK1,NM_012242
CALB1,NM_001366795
DLGAP1-AS3,NR_038895
CCDC65,NM_001286957
MYCL,NM_001033081
GPC6-AS2,NR_046536
KRT5,NM_000424
LZTS1-AS1,NR_047509
ARF5,NM_001662
RHO,NM_000539
MEOX2,NM_005924
LOR,NA
FAM87A,NR_103537
PVALB,NM_001315532
CTXN3,NM_001048252
GABRG3-AS1,NR_120343
MGARP,NM_032623
FRMD6-AS2,NR_047477
LGALS1,NM_002305
ZNF385D-AS1,NR_046731
SLC24A1,NM_001254740
SPR,NM_003124
CLDN9,NM_020982
SMIM24,NM_001136503
Z98884.2,NA
CCDC196,NM_001004331
LBH,NM_030915
SEPTIN5,NM_001009939
LECT2,NM_002302
HHLA2,NM_001282556
NUPR2,NM_001145712
TSPAN16,NM_001282509
OR10A2,NM_001004460
KCNMA1-AS3,NR_126365
CELF2-AS2,NR_046108
WASF3-AS1,NA
Z94057.1,NA
ST8SIA2,NM_001330416
CHRM3-AS2,NR_103776
RBP2,NM_004164
MROH6,NM_001100878
RTL1,NM_001134888
SFTA1P,NR_027082
KIF4B,NM_001099293
MTCP1,NM_001018025
PYDC1,NM_152901
SLC22A25,NM_001394058
AARD,NM_001025357
PGLYRP1,NM_005091
MIF,NM_002415
Z84468.1,NA
SPDYE5,NM_001099435
C7orf57,NM_001100159
HSD11B2,NM_000196
COL22A1,NM_152888
PPFIA2-AS1,NR_120491
NEURL1-AS1,NR_120675
LAMB3,NM_000228
RSPH4A,NM_001010892
C8orf89,NM_001243237
INO80-AS1,NR_170322
C17orf78,NM_001321399
THRIL,NR_110375
FGF12-AS1,NR_046596
LBHD2,NM_001330236
EDDM13,NM_001354658
BCL2L14,NM_001370268
LY6D,NM_003695
TM4SF19,NM_001204897
ACMSD,NM_001307983
BX324167.1,NA
SPDYE21P,NA
ALG1L2,NM_001136152
DCDC2B,NM_001099434
NXPE2,NM_182495
VPS9D1-AS1,NR_036480
ERICH3-AS1,NR_121670
FIGNL2-DT,NR_135803
OGFRP1,NR_036498
SPDYE1,NM_001378423
SST,NM_001048
SLC30A2,NM_001004434
C3orf49,NM_001355236
SPNS3,NM_001320449
NAV2-AS3,NR_174949
KIRREL3-AS2,NR_046986
SERPINE3,NM_001101320
DLGAP2-AS1,NR_103863
Z98885.3,NA
SNX31,NM_001363720
ASTN2-AS1,NR_033973
KLHL10,NM_001329595
LUARIS,NR_038276
TRPA1,NM_007332
COL18A1-AS1,NM_199175
FKBP5,NM_001145775
WASHC5-AS1,NR_170219
SLC22A8,NM_001184732
GPC6-AS1,NR_046535
LMO7-AS1,NR_120410
SULT1C2,NM_001056
SCGN,NM_006998
LARGE-AS1,NR_038949
DNAJB7,NM_145174
CADM2-AS2,NR_046752
CEACAM1,NM_001024912
SPINK8,NM_001080525
SLC22A6,NM_004790
KCNMA1-AS1,NR_120655
LNX1-AS1,NR_046622
IGSF21-AS1,XR_001737917
CADM3-AS1,NR_037870
PTTG1,NM_001282382
OSBPL10-AS1,NR_049771
RAI1-AS1,NR_130894
DRD3,NM_000796
PDC,NM_002597
MED4-AS1,NR_046511
INSRR,NM_014215
SUN3,NM_001030019
SLC3A1,NM_000341
TPO,NM_000547
ABCC5-AS1,NR_046570
AF064866.1,NA
FAT2,NM_001447
CLIC1,NM_001287593
ADARB2-AS1,NM_001098830
GLYAT,NM_005838
C12orf40,NM_001031748
ABCA9-AS1,NR_126414
CERS6-AS1,NR_045786
PLN,NM_002667
Z99289.1,NA
TRIM77,NM_001146162
SPDYE3,NM_001004351
SHANK2-AS1,NR_046567
Z99758.1,NA
KCNAB1-AS1,NR_046618
FGF12-AS2,NR_046598
DUSP2,NM_004418
SELENOV,NM_001350809
TRPC5OS,NM_001195576
PCCA-AS1,NR_047686
DOK7,NM_001164673
STAG3,NM_001282716
SLC22A24,NM_001136506
DAB1-AS1,NR_104362
RNF212B,NM_001282322
SIDT1-AS1,NA
RAET1E,NM_001243325
CDK2,NM_001290230
KAZN-AS1,NR_149058
FAM217A,NM_173563
PPEF2,NM_006239
COL13A1,NM_001130103
GALNT5,NM_001329868
ZNF385D-AS2,NR_046876
CADM2-AS1,NA
RPEL1,NM_001143909
ST7-AS2,NR_002331
OPN1SW,NM_001385125
PRICKLE2-AS3,NR_046702
PRELP,NM_002725
Z99496.2,NA
Z95115.2,NA
INTS9-AS1,NA
PNOC,NM_001284244
AF067845.2,NA
GPR18,NM_001098200
NECTIN1-AS1,NR_183634
AF127936.2,NA
EDRF1-AS1,NR_120633
SRGAP3-AS2,NR_121663
PLSCR2,NM_001199978
CTBP1-AS,NR_104331
NTRK1,NM_001007792
CNTN4-AS2,NR_046555
DLGAP1-AS5,NR_036489
NEK5,NM_001365552
PEX5L-AS2,NR_110059
KCNJ13,NM_001172416
CEACAM8,NM_001816
APOLD1,NM_001130415
PRSS54,NM_001080492
APOBEC4,NM_203454
DIO3,NM_001362
DGAT2L6,NM_198512
MAL2-AS1,NR_149111
PEX5L-AS1,NA
PECAM1,NM_000442
TAS2R8,NM_023918
TTC21B-AS1,NR_038983
DSCAM-AS1,NR_038896
PCAT18,NR_024259
S100A7,NM_002963
ALG13-AS1,NA
SRGAP3-AS3,NR_103443
MACROD2-AS1,NR_037841
GPR3,NM_005281
IFITM2,NM_006435
SRGAP2-AS1,NR_104189
TRIP10,NM_001288962
C9orf106,NA
KCNQ5-AS1,NR_046621
OGN,NM_014057
IGSF11-AS1,NR_046230
RNF148,NM_198085
GAL,NM_015973
P4HA3,NM_001288748
RAB40AL,NM_001031834
SEC14L4,NM_001161368
ELF3-AS1,NR_146472
ERICH6,NM_001308234
C9orf131,NM_001040410
C6orf99,NA
GLOD5,NM_001080489
DCUN1D2-AS,NA
GNAT3,NM_001102386
CDHR5,NM_001171968
TYR,NM_000372
BTBD18,NM_001145101
HTR2B,NM_000867
EGR1,NM_001964
FGF14-AS1,NR_125912
MYT1L-AS1,NR_024468
DEPP1,NM_007021
TTC3-AS1,NR_046651
EFCAB14-AS1,NR_038827
SLC24A5,NM_205850
PSG1,NM_001184825
ZNF695,NM_001204221
ANKRD30A,NM_052997
SPDYE2,NM_001031618
CYP2A6,NM_000762
GRM5-AS1,NR_049724
APCDD1L,NM_001304787
STAU2-AS1,NR_038406
NRG3-AS1,NR_120666
PACRG-AS2,NR_110871
ACSM3,NM_005622
VIPR1-AS1,NR_046654
TPH1,NM_004179
KLRB1,NM_002258
BTNL8,NM_001040462
PLG,NM_000301
MMP19,NM_001032360
ASPN,NM_001193335
BIRC6-AS1,NA
CCDC192,NM_001317938
CLEC20A,NM_001001689
ARMC2-AS1,NR_104137
REN,NM_000537
TBL1XR1-AS1,NR_174966
CSMD2-AS1,NR_038372
KLRD1,NM_001114396
PATE1,NM_138294
PBOV1,NM_021635
ATP6V0A4,NM_020632
GJA4,NM_002060
USP12-AS1,NR_046547
TSPAN32,NM_005705
S100A11,NM_005620
OCIAD1-AS1,NR_146806
NHS-AS1,NR_046632
WASIR2,NR_130735
ACKR4,NM_016557
PTP4A1,NM_001385254
FST,NM_006350
SPIN4-AS1,NR_046739
GPR87,NM_023915
CKS2,NM_001827
PRICKLE2-AS2,NR_046701
GPR4,NM_005282
CEP295NL,NM_001243540
IFITM3,NM_021034
GNRHR,NM_000406
CRPPA-AS1,NR_038946
SLC28A2,NM_004212
SCARNA9,NR_002569
NEAT1,NR_002802
PLCH1-AS1,NR_046746
Z99774.1,NA
LUNAR1,NR_126487
ATP1B3-AS1,NA
EVA1B,NM_001304762
GK-AS1,NR_046603
CNTFR-AS1,NR_024369
MTUS2-AS1,NR_046378
FAM237B,NM_001384237
NAV2-AS1,NA
CISH,NM_013324
AF230666.1,NA
CDKN1A,NM_000389
Z73495.1,NA
Z94160.1,NA
FRMPD4-AS1,NR_046743
WWC2-AS1,NR_126473
RORA-AS2,NR_120318
PSG5,NM_001130014
NODAL,NM_001329906
ELDR,NR_110426
ARR3,NM_004312
ERVW-1,NM_001130925
ADCY10,NM_001167749
GATA1,NM_002049
PLCL2-AS1,NR_046640
MDFIC2,NM_001364676
MIA,NM_001202553
HEPHL1,NM_001098672
CELF2-AS1,NM_001012713
MASP2,NM_006610
SERPIND1,NM_000185
FOXN3-AS2,NM_014099
PSG3,NM_021016
GADD45B,NM_015675
STAB1,NM_015136
HMOX1,NM_002133
NLRP9,NM_176820
MAGI2-AS1,NA
TENT5D,NM_001170574
TM4SF1,NM_001410837
SPDYE2B,NM_001166339
SELP,NM_003005
PABPC4-AS1,NR_125979
HIST1H3E,NA
C9orf153,NM_001010907
EVC,NM_001306090
CLEC1A,NM_001297748
PSG9,NM_001301707
EGOT,NR_004428
TEX52,NM_001365174
ZNF503-AS1,NR_038223
SMLR1,NM_001195597
CT55,NM_001031705
TMEM211,NA
TGM2,NM_001323316
PCAT19,NR_040109
ASIC5,NM_017419
C14orf180,NM_001008404
CASP4,NM_001225
GPNMB,NM_001005340
SERPINA1,NM_000295
IQCF1,NM_152397
LRRC32,NM_001128922
CD93,NM_012072
Z93020.1,NA
RASEF,NM_152573
FGR,NM_001042729
GBP6,NM_001320257
PLA1A,NM_001206960
C1QC,NM_001114101
FCGR3A,NM_000569
FAM245B,XR_007080981
CTXND2,NM_001384189
LINGO1-AS2,NR_120361
C1QB,NM_000491
C1QA,NM_001347465
DPP10-AS2,NA
ACOXL,NM_001105516
GGT5,NM_001099781
ENOX1-AS1,NA
NPC1L1,NM_001101648
FENDRR,NR_033925
A4GALT,NM_001318038
PRR15L,NM_024320
ZFP36,NM_003407
YBX3,NM_001145426
AQP3,NM_001318144
SLC52A3,NM_001370085
APOBEC3H,NM_001166002
DUXB,NM_001351307
FCGR2A,NM_001136219
Z73420.1,NA
IGFN1,NM_001164586
VSIG4,NM_001100431
IRF7,NM_001572
FCER1G,NM_004106
VWF,NM_000552
CFH,NM_000186
ICAM2,NM_000873
CDH5,NM_001114117
PPP1R14B-AS1,NR_135086
FAM242F,NR_135136
SLC12A3,NM_000339
CLDN5,NM_001130861
HSD3B1,NM_000862
TNFRSF1B,NM_001066
BIK,NM_001197
IL18R1,NM_001282399
SNTN,NM_001080537
GPR65,NM_003608
OR51M1,NM_001004756
CHRNG,NM_005199
SYTL4,NM_001129896
TM4SF18,NM_001184723
CD163,NM_001370145
KIF26B-AS1,NR_151721
HSPB1,NM_001540
FLT1,NM_001159920
LINGO1-AS1,NM_001242772
SRARP,NM_178840
NAT16,NM_001369694
INE2,NR_002725
TSIX,NR_003255
PEAK3,NM_198532
LVRN,NM_173800
GATA2,NM_001145661
TBX3,NM_005996
CRYAB,NM_001289807
OR7C1,NM_001370485
CLEC2B,NM_005127
XDH,NM_000379
TEAD2,NM_001256658
SOCS3,NM_001378932
EGR2,NM_000399
AZGP1,NM_001185
CGA,NM_000735
EPHA2,NM_001329090
BNC1,NM_001301206
CASP1,NM_001223
KCNE4,NM_080671
FAM90A26,NM_001358418
NLGN4Y-AS1,NR_046504
SCIN,NM_001112706
C2orf83,NM_001162483
CD34,NM_001025109
COLEC11,NM_001255982
Z82186.1,NA
PRSS55,NM_001197020
OSMR,NM_001168355
LILRB2,NM_001080978
SRGN,NM_001321053
FOXF1,NM_001451
POF1B,NM_001307940
SPDYE17,NM_001351351
LINCADL,NR_157226
FOXC1,NM_001453
GATD3A,NA
ATP6V1B1,NM_001692
CPHXL,NM_001355613
PSG7,NM_001206650
IL1RL1,NM_001282408
OR7A5,NM_001370480
SMTN,NM_001207017
PLEKHS1,NM_001193434
SECTM1,NM_003004
MYCT1,NM_001371624
FCGBP,NM_003890
GABRE,NM_004961
MT1A,NM_005946
RHBG,NM_001256395
MECOM,NM_001105077
HCG22,NM_001348249
CASP5,NM_001136109
MS4A6A,NM_001247999
MS4A14,NM_001079692
LHX1-DT,NR_135668
ZIC3,NM_001330661
NPY,NM_000905
ARHGAP36,NM_001282607
TNFRSF12A,NM_016639
FOXJ1,NM_001454
MGAM2,NM_001008748
SULT1B1,NM_014465
SELE,NM_000450
KLF4,NM_001314052
SQOR,NM_001271213
ADH1B,NM_000668
SFN,NM_006142
PRKCH,NM_006255
CD44,NM_000610
KIAA0040,NM_001162893
ANKRD22,NM_144590
CCL2,NM_002982
MTRNR2L1,NM_001190452
NPTX2,NM_002523
HSPA1B,NM_005346
TIMP1,NM_003254
EVC2,NM_001166136
OOSP4B,NM_001368161
CCL3L1,NM_021006
HLA-DRB5,NM_002125
SIX3,NM_005413
CYP39A1,NM_001278738
PDK4,NM_002612
PDYN,NM_001190892
ALLC,NM_018436
SERPINA3,NM_001085
BMP5,NM_001329754
FAM242E,NR_184153
STC1,NM_003155
DNAJB1,NM_001300914
CHI3L1,NM_001276
HSPA1A,NM_005345
KREMEN2,NM_001253725
CLEC2A,NM_001130711
GADL1,NM_207359
IL1B,NM_000576
APOL4,NM_001386885
CXCL1,NM_001511
ANXA8,NM_001040084
BCL2A1,NM_001114735
MYBPH,NM_004997
IL1R2,NM_001261419
BAG3,NM_004281
