"CHEM_ID","SUPER_PATHWAY","SUB_PATHWAY","CHEMICAL_NAME","SHORT_NAME","CHEMSPIDER","HMDB","PUBCHEM","KEGG","p_mesor","mesor_CTL","mesor_AD","BHQ","Bonf"
"100000491","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylphenylalanine","gamma-glutamylphenylalanine",99868,"HMDB0000594",111299,NA,"0.844906969823944","1.02488599628062","0.990701893675856",0.951995487316341,1
"100000551","Amino Acid","Leucine, Isoleucine and Valine Metabolism","4-methyl-2-oxopentanoate","4-methyl-2-oxopentanoate",69,"HMDB0000695",70,"C00233",NA,NA,NA,NA,NA
"100000565","Lipid","Eicosanoid","15-HETE","15-HETE",4444307,"HMDB0003876",9966861,"C04742","0.00410806576597529","0.969752547060977","1.12691386173898",0.0518146359514948,1
"100000574","Lipid","Eicosanoid","prostaglandin F2alpha","prostaglandin F2alpha",4444062,"HMDB0001139",5283078,"C00639","0.0737174930291238","0.981881615403557","1.05894952697441",0.297149894581313,1
"100000580","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","1,5-anhydroglucitol (1,5-AG)","1,5-anhydroglucitol (1,5-AG)",NA,"HMDB0002712",64960,"C07326","0.00473581549329966","0.897525618377974","1.04004997199674",0.0561122381175808,1
"100000584","Lipid","Monoacylglycerol","2-arachidonoylglycerol (20:4)","2-arachidonoylglycerol (20:4)",4445451,"HMDB0004666",5282280,"C13856","0.855566738039275","1.03852498972589","1.02616321116712",0.954426803347665,1
"100000616","Lipid","Phosphatidylinositol (PI)","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)",21403055,"HMDB0009815",NA,NA,"0.139497936125793","0.991506507704487","0.975124843151135",0.406137058442901,1
"100000630","Lipid","Lysophospholipid","1-oleoyl-GPS (18:1)","1-oleoyl-GPS (18:1)",7826049,"HMDB0061694",85036846,NA,"0.619055307581938","1.04056535445471","1.00627280349842",0.847813048212041,1
"100000639","Lipid","Phosphatidylserine (PS)","1-stearoyl-2-oleoyl-GPS (18:0/18:1)","1-stearoyl-2-oleoyl-GPS (18:0/18:1)",7826037,"HMDB0010163",9547087,NA,"0.207084869895999","0.983924083972214","0.95444501738488",0.492912722578294,1
"100000641","Lipid","Phosphatidylglycerol (PG)","1-palmitoyl-2-oleoyl-GPG (16:0/18:1)","1-palmitoyl-2-oleoyl-GPG (16:0/18:1)",4446626,NA,70789105,NA,"0.463080717169801","0.976490719651975","0.996925493149728",0.722812616420727,1
"100000652","Lipid","Phosphatidylglycerol (PG)","1,2-dipalmitoyl-GPG (16:0/16:0)","1,2-dipalmitoyl-GPG (16:0/16:0)",10020701,"HMDB0010570",11846227,NA,"0.0420784672238613","1.04087016043748","0.979521248766995",0.230107422161255,1
"100000656","Lipid","Lysophospholipid","1-stearoyl-GPI (18:0)","1-stearoyl-GPI (18:0)",21403067,"HMDB0240261",7158113542607495,NA,"0.667617183946723","1.06925569543219","1.10336196301598",0.863292431106732,1
"100000657","Lipid","Phosphatidylcholine (PC)","1,2-dipalmitoyl-GPC (16:0/16:0)","1,2-dipalmitoyl-GPC (16:0/16:0)",398235,"HMDB0000564",452110,"D03585","0.847846313287486","1.00487645366339","1.00201662930061",0.952608932458066,1
"100000660","Lipid","Phosphatidylcholine (PC)","1,2-distearoyl-GPC (18:0/18:0)","1,2-distearoyl-GPC (18:0/18:0)",85004,"HMDB0008036",94190,NA,"0.272780135118362","1.10930186868297","1.04813528041806",0.562383754050323,1
"100000665","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosahexaenoate (DHA; 22:6n3)","docosahexaenoate (DHA; 22:6n3)",393183,"HMDB0002183",445580,"C06429","0.775109004914695","1.20697832860872","1.17053280373853",0.914231134001948,1
"100000672","Lipid","Phosphatidylcholine (PC)","1-myristoyl-2-palmitoyl-GPC (14:0/16:0)","1-myristoyl-2-palmitoyl-GPC (14:0/16:0)",114798,"HMDB0007869",129657,NA,"0.0848668471369781","0.994338249538758","0.971737992465712",0.32060808918414,1
"100000673","Xenobiotics","Drug - Antibiotic","ofloxacin","ofloxacin",4422,"HMDB0015296",4583,"D00453,C07321,DG00616",NA,NA,NA,NA,NA
"100000707","Lipid","Fatty Acid, Dicarboxylate","maleate","maleate",392248,"HMDB0000176",444266,"C01384","0.00802602120750614","0.94372666789378","1.01767133521719",0.0798731079241599,1
"100000715","Amino Acid","Guanidino and Acetamido Metabolism","1-methylguanidine","1-methylguanidine",28576,"HMDB0001522",10111,"C02294","0.912077521877037","1.0380324569196","1.04658291528651",0.974229514779851,1
"100000740","Xenobiotics","Drug - Respiratory","dextromethorphan","dextromethorphan",13109865,"HMDB0001920",5360696,"D03744,DG01078,C06947",NA,NA,NA,NA,NA
"100000773","Lipid","Fatty Acid, Monohydroxy","3-hydroxyoctanoate","3-hydroxyoctanoate",24791,"HMDB0001954",26613,"C20793","0.311767627257328","1.03809293882695","1.01255120014545",0.597554618909879,1
"100000774","Amino Acid","Phenylalanine Metabolism","phenyllactate (PLA)","phenyllactate (PLA)",3715,"HMDB0000779,HMDB0000563",3848,"C05607","0.482535492951805","0.962796324491139","1.0257774614151",0.742804388714005,1
"100000776","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","palmitoylcarnitine (C16)","palmitoylcarnitine (C16)",448,"HMDB0000222",461,"C02990","0.263485182207545","0.997798613718601","0.961302658786662",0.558257075528561,1
"100000781","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","hexanoylcarnitine (C6)","hexanoylcarnitine (C6)",4932273,"HMDB0000756",6426853,NA,"0.411109103726719","1.0386087109483","1.01512452842023",0.681117201513335,1
"100000787","Amino Acid","Alanine and Aspartate Metabolism","N-acetylaspartate (NAA)","N-acetylaspartate (NAA)",58576,"HMDB0000812",65065,"C01042","0.361220774930913","0.983391396442699","1.01205397537685",0.646395070929002,1
"100000792","Lipid","Androgenic Steroids","dehydroepiandrosterone sulfate (DHEA-S)","dehydroepiandrosterone sulfate (DHEA-S)",12074,"HMDB0001032",12594,"C04555",NA,NA,NA,NA,NA
"100000802","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Short Chain)","acetylcarnitine (C2)","acetylcarnitine (C2)",5406074,"HMDB0000201",7045767,"C02571","0.416709986473591","0.983762374835661","0.967805381849449",0.681289941950935,1
"100000808","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","cysteine s-sulfate","cysteine s-sulfate",102939,"HMDB0000731",115015,"C05824","0.927391268516276","1.11586249823784","1.0870281138061",0.977385406980765,1
"100000827","Lipid","Monoacylglycerol","1-palmitoylglycerol (16:0)","1-palmitoylglycerol (16:0)",14201,"HMDB0011564",14900,NA,"0.564627684167173","1.067018828257","1.0290587745034",0.812544942462276,1
"100000840","Xenobiotics","Food Component/Plant","tartronate (hydroxymalonate)","tartronate (hydroxymalonate)",44,"HMDB0035227",45,"C02287","0.0069760883091331","0.923658553550175","1.04404738742913",0.0717802770755537,1
"100000841","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","oxalate (ethanedioate)","oxalate (ethanedioate)",946,"HMDB0002329",971,"C00209","0.182268973925234","1.02628747620487","1.06100439305356",0.467325697080436,1
"100000846","Xenobiotics","Food Component/Plant","erythritol","erythritol",13835932,"HMDB0002994",222285,"C00503","0.885651357715307","0.987915255378366","0.989195556856197",0.969999106069146,1
"100000924","Lipid","Monoacylglycerol","1-oleoylglycerol (18:1)","1-oleoylglycerol (18:1)",4446588,"HMDB0011567",5283468,NA,"0.596411247194602","1.04103029512752","0.992515268960306",0.838837401629818,1
"100000936","Amino Acid","Leucine, Isoleucine and Valine Metabolism","3-methyl-2-oxobutyrate","3-methyl-2-oxobutyrate",48,"HMDB0000019",49,"C00141",NA,NA,NA,NA,NA
"100000943","Lipid","Monoacylglycerol","2-oleoylglycerol (18:1)","2-oleoylglycerol (18:1)",4478086,"HMDB0011537",5319879,NA,"0.99899903113725","1.04910226938709","1.05021661245447",0.99899903113725,1
"100000961","Amino Acid","Urea cycle; Arginine and Proline Metabolism","homoarginine","homoarginine",8732,"HMDB0000670",9085,"C01924","0.00858535877141339","1.05195222208183","1.25941495002",0.0839218819905659,1
"100000963","Amino Acid","Urea cycle; Arginine and Proline Metabolism","homocitrulline","homocitrulline",58582,"HMDB0000679",65072,"C02427","0.391094409388961","1.0090174046952","1.08875259938955",0.663317677053049,1
"100000983","Lipid","Fatty Acid, Monohydroxy","3-hydroxypalmitate","3-hydroxypalmitate",266538,"HMDB0010734",15569776,NA,"0.393009830429453","1.02778480551946","1.0750664218071",0.663787661762057,1
"100000997","Lipid","Fatty Acid, Monohydroxy","3-hydroxydecanoate","3-hydroxydecanoate",24790,"HMDB0002203",26612,NA,"0.50115340651388","1.01165477899758","1.00487213737405",0.756567497864583,1
"100001006","Amino Acid","Glycine, Serine and Threonine Metabolism","N-acetylglycine","N-acetylglycine",10507,"HMDB0000532",10972,NA,"0.000605990913114213","0.93751234673227","1.12910823129816",0.0139377910016269,0.473884894055315
"100001007","Carbohydrate","Pentose Metabolism","ribonate","ribonate",4574162,"HMDB0000867",5460677,"C01685","0.339468493105637","0.989825218304532","1.01157981849979",0.624622027314372,1
"100001022","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","threonate","threonate",133224,"HMDB0062620,HMDB0000943",1511525460407,"C01620","0.0229372119971752","0.948526906457603","1.02685300454234",0.169216035677274,1
"100001034","Amino Acid","Tryptophan Metabolism","indoleacetate","indoleacetate",780,"HMDB0000197",802,"C00954","0.84192940639183","1.05807580598835","1.05752177929768",0.951995487316341,1
"100001040","Lipid","Monoacylglycerol","1-linoleoylglycerol (18:2)","1-linoleoylglycerol (18:2)",4446589,"HMDB0011568",5283469,NA,"0.0362978165755664","1.11529993911217","0.925038337866354",0.205687627261543,1
"100001048","Lipid","Monoacylglycerol","2-palmitoylglycerol (16:0)","2-palmitoylglycerol (16:0)",110006,"HMDB0011533",123409,NA,"0.461204925235089","1.03380327801825","0.977166063134193",0.721324503067679,1
"100001051","Amino Acid","Histidine Metabolism","1-methylhistidine","1-methylhistidine",83153,"HMDB0000001",92105,"C01152","0.646020469397585","0.949092800431283","1.00739923612326",0.855125158042566,1
"100001054","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)","butyrylcarnitine (C4)","butyrylcarnitine (C4)",184820,"HMDB0002013",439829,"C02862","0.486865491115932","0.975021852301633","0.957158110219227",0.746527086377762,1
"100001055","Amino Acid","Leucine, Isoleucine and Valine Metabolism","isobutyrylcarnitine (C4)","isobutyrylcarnitine (C4)",NA,"HMDB0000736",168379,NA,"0.579280578353716","0.868408262602925","0.918943254128272",0.824013044361688,1
"100001064","Lipid","Secondary Bile Acid Metabolism","glycolithocholate","glycolithocholate",103116,"HMDB00698",115245,"C15557",NA,NA,NA,NA,NA
"100001073","Lipid","Androgenic Steroids","androsterone sulfate","androsterone sulfate",19988780,"HMDB0002759",159663,NA,NA,NA,NA,NA,NA
"100001083","Amino Acid","Tryptophan Metabolism","indolepropionate","indolepropionate",3613,"HMDB0002302",3744,NA,NA,NA,NA,NA,NA
"100001086","Xenobiotics","Food Component/Plant","N-(2-furoyl)glycine","N-(2-furoyl)glycine",20549,"HMDB0000439",21863,NA,NA,NA,NA,NA,NA
"100001092","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","trigonelline (N'-methylnicotinate)","trigonelline (N'-methylnicotinate)",5369,"HMDB0000875",5570,"C01004","0.00784868061597035","1.92219059121326","1.47239675938706",0.0797099771647898,1
"100001103","Amino Acid","Glutamate Metabolism","glutamate, gamma-methyl ester","glutamate, gamma-methyl ester",66546,"HMDB0061715",68662,NA,"0.6849879715414","0.978662123741884","0.97754240436967",0.866764714798341,1
"100001104","Amino Acid","Tyrosine Metabolism","N-acetyltyrosine","N-acetyltyrosine",61606,"HMDB0000866",68310,NA,"0.923891111515467","1.00222376500877","0.986276869677718",0.975010592719427,1
"100001106","Xenobiotics","Xanthine Metabolism","1,3-dimethylurate","1,3-dimethylurate",63527,"HMDB0001857",70346,NA,NA,NA,NA,NA,NA
"100001108","Xenobiotics","Xanthine Metabolism","3-methylxanthine","3-methylxanthine",63805,"HMDB0001886",70639,"C16357",NA,NA,NA,NA,NA
"100001112","Lipid","Fatty Acid, Monohydroxy","3-hydroxylaurate","3-hydroxylaurate",85026,"HMDB0000387",94216,NA,"0.944901802720323","0.990143868910581","1.00401232131114",0.985455907636282,1
"100001121","Cofactors and Vitamins","Vitamin B6 Metabolism","pyridoxate","pyridoxate",6467,"HMDB0000017",6723,"C00847","0.0121427507842287","1.34865764152988","1.05183680263757",0.107566034670169,1
"100001126","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylvaline","gamma-glutamylvaline",NA,"HMDB0011172",7015683,NA,"0.0400636518852597","0.958204277103388","1.03467825890778",0.222196991306901,1
"100001145","Lipid","Fatty Acid, Monohydroxy","3-hydroxysebacate","3-hydroxysebacate",2285525,"HMDB0000350",3017884,NA,NA,NA,NA,NA,NA
"100001153","Lipid","Fatty Acid, Dicarboxylate","2-hydroxyadipate","2-hydroxyadipate",167943,"HMDB0000321",193530,"C02360","0.0461807183245419","1.03152355630915","0.93812415092515",0.23844162698195,1
"100001162","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)","propionylcarnitine (C3)","propionylcarnitine (C3)",96904,"HMDB0000824",107738,"C03017","0.0562909142077969","0.907291897267136","1.00176157309135",0.262020803038674,1
"100001170","Amino Acid","Leucine, Isoleucine and Valine Metabolism","3-hydroxy-2-ethylpropionate","3-hydroxy-2-ethylpropionate",164207,"HMDB0000396",188979,NA,"0.447659866511889","0.93109750643106","0.960533945742586",0.708653741117124,1
"100001178","Lipid","Fatty Acid, Dicarboxylate","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)",110498,"HMDB0061112",123979,NA,NA,NA,NA,NA,NA
"100001181","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosapentaenoate (n3 DPA; 22:5n3)","docosapentaenoate (DPA; 22:5n3)",NA,"HMDB0006528,HMDB0001976",6441454,"C16513","0.662546795211359","1.12545874079643","1.08543444582637",0.860650488131699,1
"100001182","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","docosadienoate (22:2n6)","docosadienoate (22:2n6)",4445934,"HMDB0061714",5282807,"C16533","0.334492389373596","1.067168332708","0.992826329771357",0.618376001158752,1
"100001193","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","adrenate (22:4n6)","adrenate (22:4n6)",4445971,"HMDB0002226",52828445497181,"C16527","0.853130957850634","1.15617248400787","1.13286179231027",0.954426803347665,1
"100001198","Lipid","Long Chain Monounsaturated Fatty Acid","myristoleate (14:1n5)","myristoleate (14:1n5)",4444564,"HMDB0002000",5281119,"C08322","0.306748215085073","0.9971460516936","1.0662944379434",0.590830305902776,1
"100001207","Amino Acid","Histidine Metabolism","4-imidazoleacetate","4-imidazoleacetate",86856,"HMDB0002024",96215,"C02835",NA,NA,NA,NA,NA
"100001208","Amino Acid","Histidine Metabolism","1-methyl-4-imidazoleacetate","1-methyl-4-imidazoleacetate",68319,"HMDB0002820",75810,"C05828","0.118502036150772","1.26702854660325","1.18838458881974",0.372163021164272,1
"100001211","Lipid","Fatty Acid, Dicarboxylate","sebacate (C10-DC)","sebacate (C10-DC)",5004,"HMDB0000792",5192,"C08277","0.199325772464426","1.05229130844907","1.16068676462433",0.490165893293022,1
"100001212","Amino Acid","Guanidino and Acetamido Metabolism","guanidinosuccinate","guanidinosuccinate",88329,"HMDB0003157",439918,"C03139",NA,NA,NA,NA,NA
"100001216","Cofactors and Vitamins","Tocopherol Metabolism","delta-tocopherol","delta-tocopherol",83144,"HMDB0002902",92094,"C14151",NA,NA,NA,NA,NA
"100001226","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","I-urobilinogen","I-urobilinogen",24980,"HMDB0004157",9548718,"C05789",NA,NA,NA,NA,NA
"100001247","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","octanoylcarnitine (C8)","octanoylcarnitine (C8)",110274,"HMDB0000791",12370111953814,"C02838","0.179197948591188","1.07640662819665","0.999718900467252",0.462484474581878,1
"100001251","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","decanoylcarnitine (C10)","decanoylcarnitine (C10)",8420677,"HMDB0000651",10245190,NA,NA,NA,NA,NA,NA
"100001253","Amino Acid","Glutamate Metabolism","N-acetylglutamine","N-acetylglutamine",158492,"HMDB0006029",182230,"C02716","0.000258438549761717","0.930480915378098","1.07802039361657",0.00719792360885932,0.202098945913663
"100001256","Amino Acid","Phenylalanine Metabolism","N-acetylphenylalanine","N-acetylphenylalanine",67404,"HMDB0000512",74839,"C03519","0.203357366102378","0.946641720729455","0.988834779501429",0.49261714733241,1
"100001257","Amino Acid","Alanine and Aspartate Metabolism","N-acetylasparagine","N-acetylasparagine",90090,"HMDB0006028",99715,NA,"0.052057930335989","1.07408786417688","1.01381341753165",0.251291984708293,1
"100001258","Peptide","Dipeptide","glycylleucine","glycylleucine",83812,"HMDB0000759",92843,"C02155","0.281161547836949","1.10710787530207","0.979001148737167",0.57089454927703,1
"100001259","Amino Acid","Glutathione Metabolism","S-methylglutathione","S-methylglutathione",2841309,NA,115260,"C11347","0.659761628632217","0.98604223672597","1.02225251107321",0.859889322650656,1
"100001262","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamyl-epsilon-lysine","gamma-glutamyl-epsilon-lysine",5378717,"HMDB0003869",7015685,NA,"0.213487381953909","1.11569259562164","1.03194874121979",0.501342740804675,1
"100001263","Lipid","Lysophospholipid","1-palmitoyl-GPC (16:0)","1-palmitoyl-GPC (16:0)",78064,"HMDB0010382",86554,"C04102","0.918410239574092","0.971464809797408","0.973891034286727",0.974905605750648,1
"100001266","Amino Acid","Urea cycle; Arginine and Proline Metabolism","N-acetylarginine","N-acetylarginine",60752,"HMDB0004620",67427,"C02562","0.956388227953531","1.03300543259472","1.04073001941678",0.98562286236497,1
"100001267","Xenobiotics","Food Component/Plant","piperine","piperine",553590,"HMDB0029377",638024,"C03882",NA,NA,NA,NA,NA
"100001270","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","myristoylcarnitine (C14)","myristoylcarnitine (C14)",4932274,"HMDB000506",6426854,NA,"0.585933323850243","0.977858506991251","0.968796217481026",0.830450706853238,1
"100001271","Lipid","Lysophospholipid","1-stearoyl-GPC (18:0)","1-stearoyl-GPC (18:0)",435389,"HMDB0010384",497300,NA,"0.707284430215732","0.986157545370171","0.994051718570216",0.879950912239352,1
"100001272","Lipid","Lysophospholipid","1-oleoyl-GPC (18:1)","1-oleoyl-GPC (18:1)",17240641,"HMDB0002815",16081932,"C03916","0.820364890105147","1.09789783792919","1.07387813340587",0.940652997158688,1
"100001274","Amino Acid","Glycine, Serine and Threonine Metabolism","N-acetylthreonine","N-acetylthreonine",3841173,"HMDB0062557",152204,NA,"0.163095456516527","0.996461630477102","0.957422800089994",0.441317117632955,1
"100001277","Lipid","Long Chain Monounsaturated Fatty Acid","10-nonadecenoate (19:1n9)","10-nonadecenoate (19:1n9)",4471938,"HMDB0013622",5312513,NA,"0.594309295240418","1.09955263446234","1.05611637554372",0.837387151131544,1
"100001278","Lipid","Long Chain Monounsaturated Fatty Acid","10-heptadecenoate (17:1n7)","10-heptadecenoate (17:1n7)",4471860,"HMDB0060038",5312435,NA,"0.741663980714097","1.09028317275972","1.10819046547449",0.896416125067116,1
"100001279","Lipid","Secondary Bile Acid Metabolism","hyocholate","hyocholate",21403098,"HMDB0000760",92805,"C17649",NA,NA,NA,NA,NA
"100001287","Lipid","Androgenic Steroids","epiandrosterone sulfate","epiandrosterone sulfate",21403101,"HMDB0062657",9929317,"C04555",NA,NA,NA,NA,NA
"100001293","Amino Acid","Histidine Metabolism","N-acetylhistidine","N-acetylhistidine",68142,"HMDB0032055",75619,"C02997","0.884102142472318","1.26858538964689","1.25553284315398",0.969660414324478,1
"100001294","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylglycine","gamma-glutamylglycine",145071,"HMDB0011667",100099,NA,NA,NA,NA,NA,NA
"100001296","Xenobiotics","Food Component/Plant","stachydrine","stachydrine",103115,"HMDB0004827",115244,"C10172","0.105738912345042","1.17786944076777","1.39876830246374",0.349886135257737,1
